,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,NP_ratio,4.0,4.0,-0.03388612487227652
1,NP_ratio,8.0,8.0,0.006377123326172032
2,NP_ratio,12.0,12.0,0.028519974389954753
3,NP_ratio,,,
4,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.014515501851481556
5,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.00995513403787302
6,Dlin-MC3_Helper lipid_ratio,50.0,50.0,0.001859991563514944
7,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.03847802464857481
8,Dlin-MC3_Helper lipid_ratio,1.0,1.0,-0.015155063883236583
9,Dlin-MC3_Helper lipid_ratio,,,
10,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.05739413933378717
11,Dlin-MC3+Helper lipid percentage,40.0,40.0,-0.014589020398431072
12,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.057906409202534
13,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.009072860868588944
14,Dlin-MC3+Helper lipid percentage,,,
15,Chol_DMG-PEG_ratio,500.0,500.0,-0.01980028662052222
16,Chol_DMG-PEG_ratio,100.0,100.0,0.0529692714098081
17,Chol_DMG-PEG_ratio,10.0,10.0,-0.03580108152732087
18,Chol_DMG-PEG_ratio,,,
19,P_charged_centers,0.0,0.0,-0.006740574267498418
20,P_charged_centers,1.0,1.0,0.006496159871022838
21,P_charged_centers,,,
22,N_charged_centers,1.0,1.0,-0.005859711924717132
23,N_charged_centers,0.0,0.0,0.013390440667094003
24,N_charged_centers,,,
25,Double_bonds,1.0,1.0,0.005454126737440669
26,Double_bonds,2.0,2.0,0.03301693011962843
27,Double_bonds,0.0,0.0,-0.024394822290036585
28,Double_bonds,,,
29,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,-0.020864402082940495
30,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,0.03560987910690598
31,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,-0.03563076107122454
32,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,-0.03874690990674633
33,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,0.03504790961721231
34,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,-0.06220983061698224
35,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,0.027267620881937328
36,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,0.0013253811127841714
37,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,0.026328457227407436
38,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,-0.03808289254009798
