,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,PDI
374,1,0,12.515,0,4,36,2,12,100,20,500,198.5333333,0.402666667
375,1,0,12.515,0,4,36,2,4,100,40,500,185.6666667,0.295
376,1,0,12.515,0,4,36,2,8,100,40,500,160.6,0.245333333
377,1,0,12.515,0,4,36,2,12,100,40,500,183.8333333,0.354
378,1,0,12.515,0,4,36,2,4,100,60,500,224.0,0.195666667
379,1,0,12.515,0,4,36,2,8,100,60,500,147.6666667,0.245666667
380,1,0,12.515,0,4,36,2,12,100,60,500,146.4333333,0.24
381,1,0,12.515,0,4,36,2,4,100,80,500,170.8666667,0.246333333
382,1,0,12.515,0,4,36,2,8,100,80,500,136.8333333,0.256666667
383,1,0,12.515,0,4,36,2,12,100,80,500,290.3,0.270666667
384,1,0,12.515,0,4,36,2,4,50,20,500,122.2,0.186333333
385,1,0,12.515,0,4,36,2,8,50,20,500,176.0666667,0.496333333
386,1,0,12.515,0,4,36,2,12,50,20,500,186.9666667,0.243
387,1,0,12.515,0,4,36,2,4,50,40,500,153.4666667,0.229666667
388,1,0,12.515,0,4,36,2,8,50,40,500,204.5333333,0.348333333
389,1,0,12.515,0,4,36,2,12,50,40,500,177.8333333,0.331
390,1,0,12.515,0,4,36,2,4,50,60,500,193.0,0.257666667
391,1,0,12.515,0,4,36,2,8,50,60,500,155.2333333,0.232666667
392,1,0,12.515,0,4,36,2,12,50,60,500,133.8333333,0.272
393,1,0,12.515,0,4,36,2,4,50,80,500,204.0333333,0.267
394,1,0,12.515,0,4,36,2,8,50,80,500,118.1,0.251
396,1,0,12.515,0,4,36,2,4,10,20,500,105.7,0.192333333
397,1,0,12.515,0,4,36,2,8,10,20,500,131.2333333,0.203666667
398,1,0,12.515,0,4,36,2,12,10,20,500,241.2,0.458333333
399,1,0,12.515,0,4,36,2,4,10,40,500,204.4333333,0.278666667
400,1,0,12.515,0,4,36,2,8,10,40,500,135.9,0.314333333
401,1,0,12.515,0,4,36,2,12,10,40,500,199.2666667,0.421
402,1,0,12.515,0,4,36,2,4,10,60,500,157.6333333,0.228333333
403,1,0,12.515,0,4,36,2,8,10,60,500,133.6333333,0.194
404,1,0,12.515,0,4,36,2,12,10,60,500,139.3666667,0.264333333
405,1,0,12.515,0,4,36,2,4,10,80,500,138.7666667,0.140333333
406,1,0,12.515,0,4,36,2,8,10,80,500,143.8333333,0.207
407,1,0,12.515,0,4,36,2,12,10,80,500,581.7333333,0.704333333
408,1,0,12.515,0,4,36,2,4,1,20,500,137.3,0.147333333
409,1,0,12.515,0,4,36,2,8,1,20,500,899.4,0.383333333
410,1,0,12.515,0,4,36,2,12,1,20,500,158.2333333,0.258666667
411,1,0,12.515,0,4,36,2,4,1,40,500,214.0333333,0.282
412,1,0,12.515,0,4,36,2,8,1,40,500,173.5,0.248333333
413,1,0,12.515,0,4,36,2,12,1,40,500,217.2,0.522333333
414,1,0,12.515,0,4,36,2,4,1,60,500,218.4,0.214
415,1,0,12.515,0,4,36,2,8,1,60,500,152.1333333,0.246333333
416,1,0,12.515,0,4,36,2,12,1,60,500,101.8666667,0.231333333
417,1,0,12.515,0,4,36,2,4,1,80,500,200.6,0.364
418,1,0,12.515,0,4,36,2,8,1,80,500,133.7333333,0.264333333
421,1,0,12.515,0,4,36,2,8,200,20,100,576.1666667,0.390666667
422,1,0,12.515,0,4,36,2,12,200,20,100,453.7333333,0.368333333
423,1,0,12.515,0,4,36,2,4,200,40,100,157.1,0.253333333
424,1,0,12.515,0,4,36,2,8,200,40,100,161.9333333,0.634666667
425,1,0,12.515,0,4,36,2,12,200,40,100,154.0333333,0.321666667
426,1,0,12.515,0,4,36,2,4,200,60,100,187.9,0.252666667
427,1,0,12.515,0,4,36,2,8,200,60,100,151.0666667,0.26
428,1,0,12.515,0,4,36,2,12,200,60,100,165.1666667,0.227
429,1,0,12.515,0,4,36,2,4,200,80,100,152.2,0.155
430,1,0,12.515,0,4,36,2,8,200,80,100,143.4666667,0.167666667
431,1,0,12.515,0,4,36,2,12,200,80,100,119.9666667,0.237
433,1,0,12.515,0,4,36,2,8,100,20,100,115.6666667,0.283333333
434,1,0,12.515,0,4,36,2,12,100,20,100,388.5666667,0.348666667
435,1,0,12.515,0,4,36,2,4,100,40,100,176.5,0.311333333
436,1,0,12.515,0,4,36,2,8,100,40,100,214.0333333,0.314666667
437,1,0,12.515,0,4,36,2,12,100,40,100,199.2,0.431
438,1,0,12.515,0,4,36,2,4,100,60,100,182.5333333,0.252
439,1,0,12.515,0,4,36,2,8,100,60,100,155.6333333,0.269
440,1,0,12.515,0,4,36,2,12,100,60,100,181.7,0.266666667
441,1,0,12.515,0,4,36,2,4,100,80,100,175.7,0.143666667
442,1,0,12.515,0,4,36,2,8,100,80,100,162.9666667,0.154333333
443,1,0,12.515,0,4,36,2,12,100,80,100,128.4666667,0.179
445,1,0,12.515,0,4,36,2,8,50,20,100,139.2,0.262333333
446,1,0,12.515,0,4,36,2,12,50,20,100,307.7,0.539333333
447,1,0,12.515,0,4,36,2,4,50,40,100,162.2333333,0.378
448,1,0,12.515,0,4,36,2,8,50,40,100,223.1333333,0.318
449,1,0,12.515,0,4,36,2,12,50,40,100,242.6666667,0.782666667
450,1,0,12.515,0,4,36,2,4,50,60,100,207.0333333,0.238333333
451,1,0,12.515,0,4,36,2,8,50,60,100,154.4666667,0.284666667
452,1,0,12.515,0,4,36,2,12,50,60,100,170.7333333,0.238333333
453,1,0,12.515,0,4,36,2,4,50,80,100,149.4333333,0.106333333
454,1,0,12.515,0,4,36,2,8,50,80,100,171.1333333,0.235
455,1,0,12.515,0,4,36,2,12,50,80,100,163.5333333,0.214
457,1,0,12.515,0,4,36,2,8,10,20,100,171.1666667,0.473666667
458,1,0,12.515,0,4,36,2,12,10,20,100,224.7333333,0.667333333
459,1,0,12.515,0,4,36,2,4,10,40,100,166.5666667,0.488666667
460,1,0,12.515,0,4,36,2,8,10,40,100,146.1333333,0.331
461,1,0,12.515,0,4,36,2,12,10,40,100,231.5,0.267666667
462,1,0,12.515,0,4,36,2,4,10,60,100,161.8333333,0.254333333
463,1,0,12.515,0,4,36,2,8,10,60,100,137.9,0.27
464,1,0,12.515,0,4,36,2,12,10,60,100,150.0,0.260666667
465,1,0,12.515,0,4,36,2,4,10,80,100,169.0,0.172333333
466,1,0,12.515,0,4,36,2,8,10,80,100,125.6,0.137
467,1,0,12.515,0,4,36,2,12,10,80,100,136.8666667,0.203
469,1,0,12.515,0,4,36,2,8,1,20,100,130.5333333,0.249666667
470,1,0,12.515,0,4,36,2,12,1,20,100,401.8333333,0.549333333
471,1,0,12.515,0,4,36,2,4,1,40,100,161.9,0.303
472,1,0,12.515,0,4,36,2,8,1,40,100,345.8666667,0.653
473,1,0,12.515,0,4,36,2,12,1,40,100,354.4666667,0.356333333
474,1,0,12.515,0,4,36,2,4,1,60,100,202.1,0.265333333
475,1,0,12.515,0,4,36,2,8,1,60,100,139.7,0.281666667
476,1,0,12.515,0,4,36,2,12,1,60,100,122.8,0.189333333
477,1,0,12.515,0,4,36,2,4,1,80,100,152.7666667,0.206666667
478,1,0,12.515,0,4,36,2,8,1,80,100,134.0,0.192
479,1,0,12.515,0,4,36,2,12,1,80,100,194.4666667,0.301666667
480,1,0,12.515,0,4,36,2,4,200,20,10,183.1333333,0.629333333
481,1,0,12.515,0,4,36,2,8,200,20,10,151.5333333,0.402
482,1,0,12.515,0,4,36,2,12,200,20,10,766.5666667,0.907333333
483,1,0,12.515,0,4,36,2,4,200,40,10,99.71,0.181666667
484,1,0,12.515,0,4,36,2,8,200,40,10,247.2666667,0.368666667
485,1,0,12.515,0,4,36,2,12,200,40,10,400.6,0.535333333
487,1,0,12.515,0,4,36,2,8,200,60,10,297.0,0.258333333
488,1,0,12.515,0,4,36,2,12,200,60,10,134.1333333,0.257
489,1,0,12.515,0,4,36,2,4,200,80,10,165.4666667,0.175
490,1,0,12.515,0,4,36,2,8,200,80,10,110.9666667,0.174666667
491,1,0,12.515,0,4,36,2,12,200,80,10,128.5333333,0.182
492,1,0,12.515,0,4,36,2,4,100,20,10,176.3333333,0.631666667
493,1,0,12.515,0,4,36,2,8,100,20,10,176.6666667,0.532666667
494,1,0,12.515,0,4,36,2,12,100,20,10,495.4333333,0.636333333
495,1,0,12.515,0,4,36,2,4,100,40,10,116.2666667,0.275666667
496,1,0,12.515,0,4,36,2,8,100,40,10,285.1333333,0.367666667
497,1,0,12.515,0,4,36,2,12,100,40,10,432.9,0.635333333
499,1,0,12.515,0,4,36,2,8,100,60,10,293.6333333,0.427333333
500,1,0,12.515,0,4,36,2,12,100,60,10,162.9333333,0.248333333
501,1,0,12.515,0,4,36,2,4,100,80,10,170.3,0.095333333
502,1,0,12.515,0,4,36,2,8,100,80,10,136.5,0.184666667
503,1,0,12.515,0,4,36,2,12,100,80,10,108.9333333,0.175
504,1,0,12.515,0,4,36,2,4,50,20,10,145.8666667,0.455333333
505,1,0,12.515,0,4,36,2,8,50,20,10,241.3666667,0.758666667
506,1,0,12.515,0,4,36,2,12,50,20,10,357.8666667,0.772
507,1,0,12.515,0,4,36,2,4,50,40,10,133.4,0.228666667
508,1,0,12.515,0,4,36,2,8,50,40,10,282.5,0.323
509,1,0,12.515,0,4,36,2,12,50,40,10,462.7,0.739666667
511,1,0,12.515,0,4,36,2,8,50,60,10,296.5666667,0.253
512,1,0,12.515,0,4,36,2,12,50,60,10,138.1666667,0.219666667
513,1,0,12.515,0,4,36,2,4,50,80,10,159.1333333,0.153
514,1,0,12.515,0,4,36,2,8,50,80,10,117.1333333,0.218666667
515,1,0,12.515,0,4,36,2,12,50,80,10,118.5666667,0.198666667
516,1,0,12.515,0,4,36,2,4,10,20,10,122.3666667,0.275666667
517,1,0,12.515,0,4,36,2,8,10,20,10,411.6333333,1.0
518,1,0,12.515,0,4,36,2,12,10,20,10,199.2,0.498
519,1,0,12.515,0,4,36,2,4,10,40,10,119.1333333,0.235666667
520,1,0,12.515,0,4,36,2,8,10,40,10,393.5333333,0.312
521,1,0,12.515,0,4,36,2,12,10,40,10,474.5,0.771333333
523,1,0,12.515,0,4,36,2,8,10,60,10,309.2,0.357333333
524,1,0,12.515,0,4,36,2,12,10,60,10,135.1,0.243666667
525,1,0,12.515,0,4,36,2,4,10,80,10,178.8,0.187666667
526,1,0,12.515,0,4,36,2,8,10,80,10,114.0333333,0.199666667
527,1,0,12.515,0,4,36,2,12,10,80,10,99.51,0.233666667
528,1,0,12.515,0,4,36,2,4,1,20,10,142.0666667,0.393
529,1,0,12.515,0,4,36,2,8,1,20,10,155.0333333,0.426
530,1,0,12.515,0,4,36,2,12,1,20,10,123.6666667,0.345
531,1,0,12.515,0,4,36,2,4,1,40,10,108.2666667,0.213333333
532,1,0,12.515,0,4,36,2,8,1,40,10,247.7,0.358333333
533,1,0,12.515,0,4,36,2,12,1,40,10,772.0333333,0.821333333
535,1,0,12.515,0,4,36,2,8,1,60,10,397.4666667,0.533
536,1,0,12.515,0,4,36,2,12,1,60,10,117.0333333,0.272333333
537,1,0,12.515,0,4,36,2,4,1,80,10,137.2333333,0.148333333
538,1,0,12.515,0,4,36,2,8,1,80,10,104.4666667,0.211
539,1,0,12.515,0,4,36,2,12,1,80,10,99.66666667,0.235333333
540,1,1,6.12,0,8,36,0,4,200,20,500,445.6,0.224
541,1,1,6.12,0,8,36,0,8,200,20,500,388.5666667,0.160666667
542,1,1,6.12,0,8,36,0,12,200,20,500,168.4666667,0.232333333
543,1,1,6.12,0,8,36,0,4,200,40,500,206.4666667,0.204666667
544,1,1,6.12,0,8,36,0,8,200,40,500,266.9333333,0.448
545,1,1,6.12,0,8,36,0,12,200,40,500,295.5333333,0.357
546,1,1,6.12,0,8,36,0,4,200,60,500,213.1,0.208333333
547,1,1,6.12,0,8,36,0,8,200,60,500,226.5333333,0.251333333
548,1,1,6.12,0,8,36,0,12,200,60,500,191.9333333,0.201333333
549,1,1,6.12,0,8,36,0,4,200,80,500,204.2,0.222333333
550,1,1,6.12,0,8,36,0,8,200,80,500,153.2,0.214666667
551,1,1,6.12,0,8,36,0,12,200,80,500,145.8666667,0.251
552,1,1,6.12,0,8,36,0,4,100,20,500,380.3333333,0.369666667
553,1,1,6.12,0,8,36,0,8,100,20,500,300.7,0.191666667
554,1,1,6.12,0,8,36,0,12,100,20,500,323.3666667,0.139333333
555,1,1,6.12,0,8,36,0,4,100,40,500,197.5333333,0.27
556,1,1,6.12,0,8,36,0,8,100,40,500,266.7,0.469333333
557,1,1,6.12,0,8,36,0,12,100,40,500,260.9333333,0.451
558,1,1,6.12,0,8,36,0,4,100,60,500,236.7333333,0.212
559,1,1,6.12,0,8,36,0,8,100,60,500,169.5666667,0.271
560,1,1,6.12,0,8,36,0,12,100,60,500,227.0666667,0.248666667
561,1,1,6.12,0,8,36,0,4,100,80,500,198.8,0.230666667
562,1,1,6.12,0,8,36,0,8,100,80,500,148.5333333,0.221333333
563,1,1,6.12,0,8,36,0,12,100,80,500,134.8333333,0.301666667
564,1,1,6.12,0,8,36,0,4,50,20,500,160.3666667,0.219333333
565,1,1,6.12,0,8,36,0,8,50,20,500,394.7333333,0.162333333
566,1,1,6.12,0,8,36,0,12,50,20,500,294.7666667,0.212333333
567,1,1,6.12,0,8,36,0,4,50,40,500,174.7,0.195333333
568,1,1,6.12,0,8,36,0,8,50,40,500,308.0666667,0.109
569,1,1,6.12,0,8,36,0,12,50,40,500,458.9333333,0.305333333
570,1,1,6.12,0,8,36,0,4,50,60,500,191.4333333,0.245666667
571,1,1,6.12,0,8,36,0,8,50,60,500,201.9333333,0.207333333
572,1,1,6.12,0,8,36,0,12,50,60,500,211.8333333,0.225
573,1,1,6.12,0,8,36,0,4,50,80,500,190.4333333,0.222666667
574,1,1,6.12,0,8,36,0,8,50,80,500,190.6333333,0.218
575,1,1,6.12,0,8,36,0,12,50,80,500,128.8,0.305666667
576,1,1,6.12,0,8,36,0,4,10,20,500,595.8333333,0.223
577,1,1,6.12,0,8,36,0,8,10,20,500,377.5666667,0.193666667
578,1,1,6.12,0,8,36,0,12,10,20,500,288.2333333,0.216666667
579,1,1,6.12,0,8,36,0,4,10,40,500,217.5333333,0.217
580,1,1,6.12,0,8,36,0,8,10,40,500,218.9666667,0.235
581,1,1,6.12,0,8,36,0,12,10,40,500,316.5666667,0.160666667
582,1,1,6.12,0,8,36,0,4,10,60,500,273.8,0.336
583,1,1,6.12,0,8,36,0,8,10,60,500,146.0,0.277666667
584,1,1,6.12,0,8,36,0,12,10,60,500,181.1666667,0.254
585,1,1,6.12,0,8,36,0,4,10,80,500,275.1,0.284
586,1,1,6.12,0,8,36,0,8,10,80,500,160.8666667,0.203666667
587,1,1,6.12,0,8,36,0,12,10,80,500,155.4,0.298333333
588,1,1,6.12,0,8,36,0,4,1,20,500,720.4,0.440666667
589,1,1,6.12,0,8,36,0,8,1,20,500,474.8333333,0.644333333
590,1,1,6.12,0,8,36,0,12,1,20,500,343.4,0.394333333
591,1,1,6.12,0,8,36,0,4,1,40,500,221.6333333,0.178333333
592,1,1,6.12,0,8,36,0,8,1,40,500,288.5,0.270666667
593,1,1,6.12,0,8,36,0,12,1,40,500,253.8,0.277666667
594,1,1,6.12,0,8,36,0,4,1,60,500,289.6666667,0.285
595,1,1,6.12,0,8,36,0,8,1,60,500,132.6,0.250333333
596,1,1,6.12,0,8,36,0,12,1,60,500,241.5333333,0.276666667
597,1,1,6.12,0,8,36,0,4,1,80,500,269.8333333,0.182
598,1,1,6.12,0,8,36,0,8,1,80,500,210.1666667,0.217
599,1,1,6.12,0,8,36,0,12,1,80,500,200.7333333,0.231
600,1,1,6.12,0,8,36,0,4,200,20,100,665.4,0.428666667
601,1,1,6.12,0,8,36,0,8,200,20,100,461.8666667,0.204666667
602,1,1,6.12,0,8,36,0,12,200,20,100,426.1,0.213666667
603,1,1,6.12,0,8,36,0,4,200,40,100,278.2,0.298333333
604,1,1,6.12,0,8,36,0,8,200,40,100,185.7333333,0.289333333
605,1,1,6.12,0,8,36,0,12,200,40,100,244.9,0.259
606,1,1,6.12,0,8,36,0,4,200,60,100,217.0666667,0.225333333
607,1,1,6.12,0,8,36,0,8,200,60,100,222.0666667,0.144666667
608,1,1,6.12,0,8,36,0,12,200,60,100,187.0666667,0.212333333
609,1,1,6.12,0,8,36,0,4,200,80,100,186.3666667,0.218
610,1,1,6.12,0,8,36,0,8,200,80,100,208.6666667,0.198333333
611,1,1,6.12,0,8,36,0,12,200,80,100,200.6333333,0.218
612,1,1,6.12,0,8,36,0,4,100,20,100,411.7333333,0.436333333
613,1,1,6.12,0,8,36,0,8,100,20,100,570.8666667,0.539333333
614,1,1,6.12,0,8,36,0,12,100,20,100,219.3333333,0.198666667
615,1,1,6.12,0,8,36,0,4,100,40,100,265.8666667,0.319666667
616,1,1,6.12,0,8,36,0,8,100,40,100,174.9,0.285
617,1,1,6.12,0,8,36,0,12,100,40,100,221.6,0.295666667
618,1,1,6.12,0,8,36,0,4,100,60,100,180.1666667,0.231666667
619,1,1,6.12,0,8,36,0,8,100,60,100,213.7666667,0.231666667
620,1,1,6.12,0,8,36,0,12,100,60,100,176.4333333,0.280666667
621,1,1,6.12,0,8,36,0,4,100,80,100,180.8666667,0.208333333
622,1,1,6.12,0,8,36,0,8,100,80,100,171.9333333,0.230666667
623,1,1,6.12,0,8,36,0,12,100,80,100,192.2,0.185333333
624,1,1,6.12,0,8,36,0,4,50,20,100,391.5666667,0.541
625,1,1,6.12,0,8,36,0,8,50,20,100,258.8333333,0.707
626,1,1,6.12,0,8,36,0,12,50,20,100,237.1333333,0.195333333
627,1,1,6.12,0,8,36,0,4,50,40,100,194.0333333,0.253
628,1,1,6.12,0,8,36,0,8,50,40,100,170.3,0.291333333
629,1,1,6.12,0,8,36,0,12,50,40,100,198.4,0.239666667
630,1,1,6.12,0,8,36,0,4,50,60,100,174.6333333,0.245333333
631,1,1,6.12,0,8,36,0,8,50,60,100,223.9666667,0.187
632,1,1,6.12,0,8,36,0,12,50,60,100,202.3,0.240333333
633,1,1,6.12,0,8,36,0,4,50,80,100,233.2666667,0.174
634,1,1,6.12,0,8,36,0,8,50,80,100,167.0333333,0.204
635,1,1,6.12,0,8,36,0,12,50,80,100,190.2333333,0.240666667
636,1,1,6.12,0,8,36,0,4,10,20,100,264.9,0.459
637,1,1,6.12,0,8,36,0,8,10,20,100,216.4,0.234333333
638,1,1,6.12,0,8,36,0,12,10,20,100,314.3333333,0.333
639,1,1,6.12,0,8,36,0,4,10,40,100,207.4,0.21
640,1,1,6.12,0,8,36,0,8,10,40,100,180.6333333,0.302666667
641,1,1,6.12,0,8,36,0,12,10,40,100,212.9666667,0.360333333
642,1,1,6.12,0,8,36,0,4,10,60,100,253.3,0.169
643,1,1,6.12,0,8,36,0,8,10,60,100,170.7666667,0.234666667
644,1,1,6.12,0,8,36,0,12,10,60,100,158.8333333,0.296333333
645,1,1,6.12,0,8,36,0,4,10,80,100,188.7333333,0.239666667
646,1,1,6.12,0,8,36,0,8,10,80,100,206.5333333,0.225333333
647,1,1,6.12,0,8,36,0,12,10,80,100,182.9,0.292
648,1,1,6.12,0,8,36,0,4,1,20,100,394.3,0.600333333
649,1,1,6.12,0,8,36,0,8,1,20,100,254.7,0.583333333
650,1,1,6.12,0,8,36,0,12,1,20,100,308.6333333,0.453
651,1,1,6.12,0,8,36,0,4,1,40,100,431.1,0.499333333
652,1,1,6.12,0,8,36,0,8,1,40,100,161.8333333,0.314666667
653,1,1,6.12,0,8,36,0,12,1,40,100,234.1666667,0.19
654,1,1,6.12,0,8,36,0,4,1,60,100,227.1333333,0.237666667
655,1,1,6.12,0,8,36,0,8,1,60,100,191.0333333,0.258
656,1,1,6.12,0,8,36,0,12,1,60,100,173.0666667,0.277666667
657,1,1,6.12,0,8,36,0,4,1,80,100,385.4666667,0.314
658,1,1,6.12,0,8,36,0,8,1,80,100,235.9666667,0.202666667
659,1,1,6.12,0,8,36,0,12,1,80,100,221.4,0.292
660,1,1,6.12,0,8,36,0,4,200,20,10,429.7333333,0.863666667
661,1,1,6.12,0,8,36,0,8,200,20,10,164.9,0.532666667
662,1,1,6.12,0,8,36,0,12,200,20,10,204.7333333,0.528
663,1,1,6.12,0,8,36,0,4,200,40,10,151.1,0.245666667
664,1,1,6.12,0,8,36,0,8,200,40,10,219.6333333,0.576
665,1,1,6.12,0,8,36,0,12,200,40,10,145.9333333,0.341666667
666,1,1,6.12,0,8,36,0,4,200,60,10,127.0666667,0.191
667,1,1,6.12,0,8,36,0,8,200,60,10,127.8,0.215333333
668,1,1,6.12,0,8,36,0,12,200,60,10,82.80666667,0.227333333
669,1,1,6.12,0,8,36,0,4,200,80,10,104.6,0.148
670,1,1,6.12,0,8,36,0,8,200,80,10,101.8666667,0.164
671,1,1,6.12,0,8,36,0,12,200,80,10,92.93333333,0.211333333
672,1,1,6.12,0,8,36,0,4,100,20,10,100.2433333,0.198
673,1,1,6.12,0,8,36,0,8,100,20,10,142.6,0.251333333
674,1,1,6.12,0,8,36,0,12,100,20,10,656.7666667,0.614
675,1,1,6.12,0,8,36,0,4,100,40,10,156.8,0.255
676,1,1,6.12,0,8,36,0,8,100,40,10,122.3333333,0.273
677,1,1,6.12,0,8,36,0,12,100,40,10,146.9333333,0.334333333
678,1,1,6.12,0,8,36,0,4,100,60,10,119.6333333,0.184
679,1,1,6.12,0,8,36,0,8,100,60,10,138.6333333,0.232666667
680,1,1,6.12,0,8,36,0,12,100,60,10,92.68333333,0.249333333
681,1,1,6.12,0,8,36,0,4,100,80,10,107.7666667,0.171333333
682,1,1,6.12,0,8,36,0,8,100,80,10,96.23333333,0.183
683,1,1,6.12,0,8,36,0,12,100,80,10,112.1666667,0.211333333
684,1,1,6.12,0,8,36,0,4,50,20,10,131.9333333,0.382
685,1,1,6.12,0,8,36,0,8,50,20,10,130.2,0.408333333
686,1,1,6.12,0,8,36,0,12,50,20,10,611.0333333,0.368666667
687,1,1,6.12,0,8,36,0,4,50,40,10,149.6666667,0.191666667
688,1,1,6.12,0,8,36,0,8,50,40,10,133.9666667,0.316333333
689,1,1,6.12,0,8,36,0,12,50,40,10,138.3,0.326
690,1,1,6.12,0,8,36,0,4,50,60,10,134.9666667,0.216333333
691,1,1,6.12,0,8,36,0,8,50,60,10,140.6333333,0.252333333
692,1,1,6.12,0,8,36,0,12,50,60,10,97.09,0.251
693,1,1,6.12,0,8,36,0,4,50,80,10,104.5666667,0.164333333
694,1,1,6.12,0,8,36,0,8,50,80,10,110.4,0.162333333
695,1,1,6.12,0,8,36,0,12,50,80,10,95.28,0.202666667
696,1,1,6.12,0,8,36,0,4,10,20,10,115.9666667,0.283666667
697,1,1,6.12,0,8,36,0,8,10,20,10,130.5666667,0.339666667
698,1,1,6.12,0,8,36,0,12,10,20,10,320.0666667,0.756333333
699,1,1,6.12,0,8,36,0,4,10,40,10,129.2333333,0.187
700,1,1,6.12,0,8,36,0,8,10,40,10,121.4666667,0.242333333
701,1,1,6.12,0,8,36,0,12,10,40,10,169.4666667,0.346
702,1,1,6.12,0,8,36,0,4,10,60,10,134.3333333,0.149666667
703,1,1,6.12,0,8,36,0,8,10,60,10,114.1666667,0.231666667
704,1,1,6.12,0,8,36,0,12,10,60,10,92.96333333,0.255666667
705,1,1,6.12,0,8,36,0,4,10,80,10,118.9,0.206333333
706,1,1,6.12,0,8,36,0,8,10,80,10,94.82333333,0.199666667
707,1,1,6.12,0,8,36,0,12,10,80,10,95.42666667,0.200333333
708,1,1,6.12,0,8,36,0,4,1,20,10,395.1666667,0.705333333
709,1,1,6.12,0,8,36,0,8,1,20,10,156.3,0.287
710,1,1,6.12,0,8,36,0,12,1,20,10,139.8,0.211666667
711,1,1,6.12,0,8,36,0,4,1,40,10,144.2333333,0.199666667
712,1,1,6.12,0,8,36,0,8,1,40,10,131.1,0.226666667
713,1,1,6.12,0,8,36,0,12,1,40,10,150.6666667,0.35
714,1,1,6.12,0,8,36,0,4,1,60,10,151.8666667,0.188666667
715,1,1,6.12,0,8,36,0,8,1,60,10,143.0666667,0.263
716,1,1,6.12,0,8,36,0,12,1,60,10,122.1,0.250333333
717,1,1,6.12,0,8,36,0,4,1,80,10,149.8,0.23
718,1,1,6.12,0,8,36,0,8,1,80,10,152.3333333,0.243666667
719,1,1,6.12,0,8,36,0,12,1,80,10,156.8,0.304
720,0,1,11.8502,2,8,28,0,4,200,20,500,215.1166667,0.3285
721,0,1,11.8502,2,8,28,0,8,200,20,500,161.0666667,0.316166667
722,0,1,11.8502,2,8,28,0,12,200,20,500,155.4833333,0.409
723,0,1,11.8502,2,8,28,0,4,200,40,500,197.0333333,0.214666667
724,0,1,11.8502,2,8,28,0,8,200,40,500,176.2666667,0.228
725,0,1,11.8502,2,8,28,0,12,200,40,500,180.2333333,0.337
726,0,1,11.8502,2,8,28,0,4,200,60,500,182.5,0.208
727,0,1,11.8502,2,8,28,0,8,200,60,500,255.3333333,0.322666667
728,0,1,11.8502,2,8,28,0,12,200,60,500,154.7333333,0.23
729,0,1,11.8502,2,8,28,0,4,200,80,500,200.9666667,0.274333333
730,0,1,11.8502,2,8,28,0,8,200,80,500,172.4333333,0.257666667
731,0,1,11.8502,2,8,28,0,12,200,80,500,200.2333333,0.246
732,0,1,11.8502,2,8,28,0,4,100,20,500,200.4,0.323666667
733,0,1,11.8502,2,8,28,0,8,100,20,500,207.5166667,0.543333333
734,0,1,11.8502,2,8,28,0,12,100,20,500,307.6333333,0.151333333
735,0,1,11.8502,2,8,28,0,4,100,40,500,197.9,0.2495
736,0,1,11.8502,2,8,28,0,8,100,40,500,190.1333333,0.249333333
737,0,1,11.8502,2,8,28,0,12,100,40,500,179.7666667,0.306333333
738,0,1,11.8502,2,8,28,0,4,100,60,500,231.2,0.212666667
739,0,1,11.8502,2,8,28,0,8,100,60,500,214.3333333,0.271666667
740,0,1,11.8502,2,8,28,0,12,100,60,500,169.7,0.245666667
741,0,1,11.8502,2,8,28,0,4,100,80,500,210.8333333,0.223666667
742,0,1,11.8502,2,8,28,0,8,100,80,500,201.4666667,0.236
743,0,1,11.8502,2,8,28,0,12,100,80,500,162.3333333,0.244666667
744,0,1,11.8502,2,8,28,0,4,50,20,500,213.1333333,0.346166667
745,0,1,11.8502,2,8,28,0,8,50,20,500,209.5833333,0.408333333
746,0,1,11.8502,2,8,28,0,12,50,20,500,186.8666667,0.411166667
747,0,1,11.8502,2,8,28,0,4,50,40,500,180.9,0.212666667
748,0,1,11.8502,2,8,28,0,8,50,40,500,219.7,0.262
749,0,1,11.8502,2,8,28,0,12,50,40,500,193.5666667,0.322333333
750,0,1,11.8502,2,8,28,0,4,50,60,500,298.8333333,0.357
751,0,1,11.8502,2,8,28,0,8,50,60,500,180.7,0.229
752,0,1,11.8502,2,8,28,0,12,50,60,500,165.1666667,0.326
753,0,1,11.8502,2,8,28,0,4,50,80,500,223.7,0.255333333
754,0,1,11.8502,2,8,28,0,8,50,80,500,197.4666667,0.243333333
755,0,1,11.8502,2,8,28,0,12,50,80,500,176.4,0.296666667
756,0,1,11.8502,2,8,28,0,4,10,20,500,170.7333333,0.256333333
757,0,1,11.8502,2,8,28,0,8,10,20,500,174.4,0.289
758,0,1,11.8502,2,8,28,0,12,10,20,500,245.4333333,0.322833333
759,0,1,11.8502,2,8,28,0,4,10,40,500,201.5166667,0.258
760,0,1,11.8502,2,8,28,0,8,10,40,500,158.9333333,0.270333333
761,0,1,11.8502,2,8,28,0,12,10,40,500,203.6333333,0.252
