3.000000000000000000e+00,4.000000000000000000e+00,1.389415997579194206e-01,2.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.719213287891748765e-01,2.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,3.675444679663240066e-01,2.000000000000000000e+00
1.400000000000000000e+01,1.500000000000000000e+01,5.206693123715723237e-01,4.000000000000000000e+00
8.000000000000000000e+00,1.200000000000000000e+01,5.514993495670328372e-01,2.000000000000000000e+00
7.000000000000000000e+00,1.100000000000000000e+01,7.254176022232405874e-01,2.000000000000000000e+00
6.000000000000000000e+00,1.600000000000000000e+01,7.601376187287233188e-01,3.000000000000000000e+00
9.000000000000000000e+00,1.700000000000000000e+01,7.730141095303783016e-01,5.000000000000000000e+00
1.000000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00
1.800000000000000000e+01,1.900000000000000000e+01,1.014019776853714694e+00,4.000000000000000000e+00
2.200000000000000000e+01,2.300000000000000000e+01,1.092191100751728650e+00,6.000000000000000000e+00
2.000000000000000000e+01,2.100000000000000000e+01,1.172338404285392377e+00,8.000000000000000000e+00
2.400000000000000000e+01,2.500000000000000000e+01,1.586664042663135321e+00,1.400000000000000000e+01
