Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,Size,PDI,Zeta,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,RLU_N2a
382,DOTAP,1,0,12.515,0,4,2,170.8666667,0.246333333,7.633333333,0.799395037,77.40907063,11.74611086,0.152442737,9.892980734,3.892
383,DOTAP,1,0,12.515,0,4,2,136.8333333,0.256666667,7.98,0.840994762,81.4373619,12.35736682,0.160375706,5.20390082,3.555
384,DOTAP,1,0,12.515,0,4,2,290.3,0.270666667,-25.13333333,0.855840458,82.87493843,12.57550577,0.163206745,3.530508602,4.984
385,DOTAP,1,0,12.515,0,4,2,122.2,0.186333333,18.9,0.568437333,27.5221909,67.48139089,0.875783317,3.552197553,5.521
386,DOTAP,1,0,12.515,0,4,2,176.0666667,0.496333333,21.16666667,0.578715899,28.01985114,68.70159916,0.891619357,1.808214451,5.537
387,DOTAP,1,0,12.515,0,4,2,186.9666667,0.243,2.883333333,0.582225192,28.18976158,69.11820092,0.897026076,1.212786226,5.886
388,DOTAP,1,0,12.515,0,4,2,153.4666667,0.229666667,17.63333333,0.992439642,48.05123049,44.18112841,0.573389118,6.201812348,5.328
389,DOTAP,1,0,12.515,0,4,2,204.5333333,0.348333333,0.663333333,1.024199095,49.58893689,45.59498615,0.591738369,3.200139497,5.714
390,DOTAP,1,0,12.515,0,4,2,177.8333333,0.331,3.57,1.03524216,50.12361206,46.08659795,0.598118579,2.156429246,5.513
391,DOTAP,1,0,12.515,0,4,2,193.0,0.257666667,24.03333333,1.320851036,63.95201769,26.13388786,0.339169402,8.254074015,4.419
392,DOTAP,1,0,12.515,0,4,2,155.2333333,0.232666667,9.956666667,1.377709622,66.7049559,27.25887158,0.353769604,4.304693293,5.242
393,DOTAP,1,0,12.515,0,4,2,133.8333333,0.272,18.63333333,1.397766137,67.67603786,27.65570264,0.358919736,2.911573634,5.1
394,DOTAP,1,0,12.515,0,4,2,204.0333333,0.267,6.13,1.582723017,76.63114739,11.74319759,0.152404928,9.890527075,3.871
395,DOTAP,1,0,12.515,0,4,2,118.1,0.251,9.33,1.665064863,80.61791579,12.35414249,0.16033386,5.202543,3.135
396,DOTAP,1,0,12.515,0,4,2,1330.666667,0.467333333,-27.3,1.694449688,82.04064914,12.57216661,0.163163409,3.529571152,7.315
397,DOTAP,1,0,12.515,0,4,2,105.7,0.192333333,44.06666667,2.633758885,25.50388958,67.43726604,0.875210658,3.549874836,5.598
398,DOTAP,1,0,12.515,0,4,2,131.2333333,0.203666667,25.86666667,2.681351191,25.9647476,68.65586467,0.891025809,1.807010728,5.591
399,DOTAP,1,0,12.515,0,4,2,241.2,0.458333333,1.388333333,2.69759983,26.12209059,69.07191028,0.896425309,1.211973985,5.268
400,DOTAP,1,0,12.515,0,4,2,204.4333333,0.278666667,26.16666667,4.596060691,44.50575373,44.13071503,0.572734846,6.1947357,5.561
401,DOTAP,1,0,12.515,0,4,2,135.9,0.314333333,27.06666667,4.742967852,45.92832284,45.54129651,0.591041577,3.196371224,5.553
402,DOTAP,1,0,12.515,0,4,2,199.2666667,0.421,22.36666667,4.794046358,46.42293933,46.03174499,0.597406689,2.153862631,5.852
403,DOTAP,1,0,12.515,0,4,2,157.6333333,0.228333333,30.7,6.11464907,59.21093823,26.09421452,0.338654516,8.241543668,6.014
404,DOTAP,1,0,12.515,0,4,2,133.6333333,0.194,15.33333333,6.3774492,61.75575186,27.21571191,0.353209472,4.297877562,5.986
405,DOTAP,1,0,12.515,0,4,2,139.3666667,0.264333333,20.86666667,6.470142129,62.6533398,27.61127822,0.358343189,2.906896661,7.55
406,DOTAP,1,0,12.515,0,4,2,138.7666667,0.140333333,15.56666667,7.32473509,70.92875357,11.72184249,0.152127779,9.872541075,6.726
407,DOTAP,1,0,12.515,0,4,2,143.8333333,0.207,18.4,7.705078616,74.61179355,12.33050981,0.160027152,5.192590871,6.632
408,DOTAP,1,0,12.515,0,4,2,581.7333333,0.704333333,-31.76666667,7.840792033,75.92596852,12.54769327,0.16284579,3.522700387,7.511
409,DOTAP,1,0,12.515,0,4,2,137.3,0.147333333,19.9,14.43153186,13.97471109,67.18521086,0.871939449,3.536606737,8.143
410,DOTAP,1,0,12.515,0,4,2,899.4,0.383333333,16.3,14.69131895,14.22627478,68.39463551,0.887635539,1.80013522,7.81
411,DOTAP,1,0,12.515,0,4,2,158.2333333,0.258666667,12.23333333,14.78000564,14.31215416,68.80751159,0.892993904,1.207334699,7.274
412,DOTAP,1,0,12.515,0,4,2,214.0333333,0.282,5.41,25.11391702,24.31895228,43.84367752,0.569009631,6.154443547,10.391
413,DOTAP,1,0,12.515,0,4,2,173.5,0.248333333,22.13333333,25.91126408,25.09105984,45.2356797,0.587075238,3.174921138,8.141
414,DOTAP,1,0,12.515,0,4,2,217.2,0.522333333,24.76666667,26.18841795,25.35944059,45.71953274,0.593354753,2.139253967,4.796
415,DOTAP,1,0,12.515,0,4,2,218.4,0.214,22.4,33.3401774,32.28481573,25.86889679,0.335730309,8.170379773,10.373
416,DOTAP,1,0,12.515,0,4,2,152.1333333,0.246333333,23.5,34.76019747,33.65988599,26.97070114,0.350029687,4.259185711,9.74
417,DOTAP,1,0,12.515,0,4,2,101.8666667,0.231333333,21.46666667,35.2608052,34.1446473,27.35912648,0.355070727,2.880350296,7.168
418,DOTAP,1,0,12.515,0,4,2,200.6,0.364,12.93333333,39.87005132,38.60799073,11.60080333,0.150556915,9.770597707,8.678
419,DOTAP,1,0,12.515,0,4,2,133.7333333,0.264333333,31.5,41.91786426,40.59098148,12.19664593,0.158289847,5.136218476,9.084
420,DOTAP,1,0,12.515,0,4,2,223.2,0.314333333,-16.6,42.64802959,41.2980339,12.40909874,0.16104709,3.483790684,8.605
421,DOTAP,1,0,12.515,0,4,2,265.1,0.339333333,-27.6,0.140137628,27.14033247,65.04717258,4.220958386,3.451398939,4.19
422,DOTAP,1,0,12.515,0,4,2,576.1666667,0.390666667,-2.563333333,0.142598449,27.61691747,66.18940275,4.295078534,1.756002801,4.331
423,DOTAP,1,0,12.515,0,4,2,453.7333333,0.368333333,1.926666667,0.143438041,27.77952052,66.57911312,4.320367123,1.177561203,2.639
424,DOTAP,1,0,12.515,0,4,2,157.1,0.253333333,-3.873333333,0.247123979,47.86028593,43.01498907,2.791273958,6.086327067,2.89
425,DOTAP,1,0,12.515,0,4,2,161.9333333,0.634666667,-3.35,0.254880406,49.36246651,44.36509135,2.878883078,3.138678658,5.011
426,DOTAP,1,0,12.515,0,4,2,154.0333333,0.321666667,-2.93,0.257575226,49.88436986,44.83415807,2.909321158,2.114575684,4.779
427,DOTAP,1,0,12.515,0,4,2,187.9,0.252666667,-3.706666667,0.331478333,64.19712023,25.64351514,1.664026367,8.163859929,3.332
428,DOTAP,1,0,12.515,0,4,2,151.0666667,0.26,-1.271,0.345584865,66.92912004,26.73481142,1.734841377,4.255642303,4.977
429,DOTAP,1,0,12.515,0,4,2,165.1666667,0.227,4.56,0.350557692,67.89220314,27.11951459,1.759805046,2.877919522,4.796
430,DOTAP,1,0,12.515,0,4,2,152.2,0.155,1.253333333,0.399695158,77.40861352,11.59531541,0.752428459,9.843947452,2.398
431,DOTAP,1,0,12.515,0,4,2,143.4666667,0.167666667,4.306666667,0.42038647,81.41588184,12.19557858,0.791379973,5.17677314,3.85
432,DOTAP,1,0,12.515,0,4,2,119.9666667,0.237,3.433333333,0.427767996,82.8454556,12.40971959,0.805275739,3.511781073,3.611
433,DOTAP,1,0,12.515,0,4,2,269.6333333,0.338666667,-30.33333333,0.278875506,27.00478832,65.0443158,4.220773008,3.451247359,2.89
434,DOTAP,1,0,12.515,0,4,2,115.6666667,0.283333333,3.27,0.283772349,27.47897197,66.18644477,4.294886588,1.755924326,3.296
435,DOTAP,1,0,12.515,0,4,2,388.5666667,0.348666667,-0.77,0.285443071,27.64075555,66.5761202,4.32017291,1.177508268,2.0
436,DOTAP,1,0,12.515,0,4,2,176.5,0.311333333,-3.76,0.491763098,47.61966563,43.01165777,2.791057788,6.085855711,2.0
437,DOTAP,1,0,12.515,0,4,2,214.0333333,0.314666667,-3.076666667,0.507196728,49.11417453,44.36154767,2.878653125,3.138427954,5.293
438,DOTAP,1,0,12.515,0,4,2,199.2,0.431,-2.876666667,0.512558825,49.63341081,44.83053906,2.909086318,2.114404995,5.011
439,DOTAP,1,0,12.515,0,4,2,182.5333333,0.252,-2.633333333,0.659606176,63.87267707,25.64085135,1.663853512,8.163011887,4.431
440,DOTAP,1,0,12.515,0,4,2,155.6333333,0.269,-2.463333333,0.687673616,66.59057537,26.73191609,1.734653498,4.255181426,2.0
441,DOTAP,1,0,12.515,0,4,2,181.7,0.266666667,2.173333333,0.697567875,67.54868169,27.11653535,1.759611721,2.877603365,4.248
442,DOTAP,1,0,12.515,0,4,2,175.7,0.143666667,-1.211333333,0.795333309,77.01575494,11.59386306,0.752334215,9.842714472,2.0
443,DOTAP,1,0,12.515,0,4,2,162.9666667,0.154333333,2.933333333,0.836500486,81.00216063,12.19397199,0.79127572,5.176091174,3.401
444,DOTAP,1,0,12.515,0,4,2,128.4666667,0.179,3.573333333,0.85118655,82.42427925,12.40805609,0.805167793,3.511310324,2.303
445,DOTAP,1,0,12.515,0,4,2,298.2666667,0.356666667,-28.56666667,0.552235072,26.73772147,65.03868701,4.220407751,3.450948696,5.303
446,DOTAP,1,0,12.515,0,4,2,139.2,0.262333333,1.826666667,0.561931048,27.20717428,66.18061657,4.294508392,1.755769704,4.394
447,DOTAP,1,0,12.515,0,4,2,307.7,0.539333333,1.6,0.565239147,27.36734346,66.57022317,4.319790248,1.17740397,2.0
448,DOTAP,1,0,12.515,0,4,2,162.2333333,0.378,-3.646666667,0.973735178,47.14561117,43.00509467,2.790631903,6.084927077,5.398
449,DOTAP,1,0,12.515,0,4,2,223.1333333,0.318,-2.73,1.004290346,48.62500935,44.35456618,2.878200091,3.137934038,5.638
450,DOTAP,1,0,12.515,0,4,2,242.6666667,0.782666667,-2.316666667,1.01490604,49.1389924,44.82340918,2.908623655,2.114068719,5.22
451,DOTAP,1,0,12.515,0,4,2,207.0333333,0.238333333,-5.89,1.306011557,63.23353045,25.63560374,1.663512991,8.16134126,4.99
452,DOTAP,1,0,12.515,0,4,2,154.4666667,0.284666667,-0.982333333,1.361572861,65.92365779,26.72621244,1.734283383,4.25427352,5.236
453,DOTAP,1,0,12.515,0,4,2,170.7333333,0.238333333,3.386666667,1.381158954,66.8719632,27.11066641,1.759230881,2.876980554,4.654
454,DOTAP,1,0,12.515,0,4,2,149.4333333,0.106333333,2.24,1.574683182,76.24188041,11.59100216,0.752148569,9.840285681,2.996
455,DOTAP,1,0,12.515,0,4,2,171.1333333,0.235,1.28,1.656169066,80.18720546,12.19080729,0.791070361,5.174747825,3.091
456,DOTAP,1,0,12.515,0,4,2,163.5333333,0.214,2.923333333,1.685238005,81.59464449,12.40477931,0.804955161,3.51038304,3.296
457,DOTAP,1,0,12.515,0,4,2,1760.0,0.536,-30.76666667,2.558736122,24.77740991,64.9973708,4.217726712,3.44875646,6.936
458,DOTAP,1,0,12.515,0,4,2,171.1666667,0.473666667,3.026666667,2.603632595,25.21216296,66.13783727,4.291732412,1.75463477,6.157
459,DOTAP,1,0,12.515,0,4,2,224.7333333,0.667333333,1.253333333,2.618950266,25.36049096,66.52693887,4.316981498,1.176638416,3.258
460,DOTAP,1,0,12.515,0,4,2,166.5666667,0.488666667,-2.246666667,4.509535927,43.66789495,42.95694704,2.787507568,6.078114515,6.468
461,DOTAP,1,0,12.515,0,4,2,146.1333333,0.331,-2.403333333,4.650878797,45.03658248,44.30335125,2.874876717,3.134310756,7.005
462,DOTAP,1,0,12.515,0,4,2,231.5,0.267666667,-2.746666667,4.699982819,45.51207915,44.77110645,2.905229693,2.111601893,5.638
463,DOTAP,1,0,12.515,0,4,2,161.8333333,0.254333333,-1.385333333,6.046055413,58.54671454,25.5971234,1.661015973,8.149090673,6.288
464,DOTAP,1,0,12.515,0,4,2,137.9,0.27,-0.514,6.302868654,61.03355438,26.68439101,1.73156956,4.247616392,6.845
465,DOTAP,1,0,12.515,0,4,2,150.0,0.260666667,2.373333333,6.393390893,61.91012255,27.0676341,1.756438483,2.87241397,5.231
466,DOTAP,1,0,12.515,0,4,2,169.0,0.172333333,-0.684,7.287594595,70.5691052,11.57003071,0.750787716,9.822481782,5.727
467,DOTAP,1,0,12.515,0,4,2,125.6,0.137,2.273333333,7.663991689,74.21393008,12.16761142,0.789565164,5.164901653,6.144
468,DOTAP,1,0,12.515,0,4,2,136.8666667,0.203,4.91,7.798248986,75.51400477,12.38076283,0.803396714,3.503586704,3.638
469,DOTAP,1,0,12.515,0,4,2,322.6333333,0.253,-28.23333333,14.02194176,13.5780863,64.76132994,4.202409849,3.436232147,8.379
470,DOTAP,1,0,12.515,0,4,2,130.5333333,0.249666667,4.226666667,14.26706653,13.8154518,65.893456,4.275874333,1.748151343,4.575
471,DOTAP,1,0,12.515,0,4,2,401.8333333,0.549333333,6.786666667,14.35069046,13.89642867,66.27967903,4.300936627,1.172265218,3.932
472,DOTAP,1,0,12.515,0,4,2,161.9,0.303,-3.153333333,24.64414374,23.86404937,42.68277044,2.769716049,6.039320401,9.966
473,DOTAP,1,0,12.515,0,4,2,345.8666667,0.653,-1.426666667,25.41148421,24.60710018,44.01177654,2.855956222,3.113682842,6.946
474,DOTAP,1,0,12.515,0,4,2,354.4666667,0.356333333,-1.543333333,25.67799465,24.8651744,44.47336303,2.885908906,2.097559006,6.542
475,DOTAP,1,0,12.515,0,4,2,202.1,0.265333333,-2.55,32.96936344,31.92573965,25.37855622,1.64683299,8.079507705,10.418
476,DOTAP,1,0,12.515,0,4,2,139.7,0.281666667,0.63,34.35731437,33.26975589,26.44694781,1.716161698,4.209820227,6.495
477,DOTAP,1,0,12.515,0,4,2,122.8,0.189333333,6.336666667,34.84630328,33.74326617,26.82335279,1.740586891,2.846490868,6.717
478,DOTAP,1,0,12.515,0,4,2,152.7666667,0.206666667,6.34,39.66996496,38.41423797,11.45115871,0.743074026,9.721564328,9.422
479,DOTAP,1,0,12.515,0,4,2,134.0,0.192,12.86666667,41.69675331,40.37686965,12.0362128,0.781038611,5.109125631,4.86
480,DOTAP,1,0,12.515,0,4,2,194.4666667,0.301666667,6.843333333,42.41916953,41.07641826,12.24474595,0.794570479,3.465095787,5.951
481,DOTAP,1,0,12.515,0,4,2,183.1333333,0.629333333,-2.183333333,0.108454683,21.00432402,46.22220488,29.99392527,2.671091143,2.833
482,DOTAP,1,0,12.515,0,4,2,151.5333333,0.402,-2.966666667,0.109922751,21.28864356,46.84787966,30.39993019,1.353623835,2.197
483,DOTAP,1,0,12.515,0,4,2,766.5666667,0.907333333,-2.463333333,0.110420979,21.38513499,47.06021911,30.5377188,0.906506117,2.303
484,DOTAP,1,0,12.515,0,4,2,99.71,0.181666667,-1.186666667,0.207113246,40.11144209,33.10102885,21.47949861,5.1009172,3.466
485,DOTAP,1,0,12.515,0,4,2,247.2666667,0.368666667,-3.813333333,0.212533833,41.16124255,33.9673521,22.04166208,2.617209444,3.219
486,DOTAP,1,0,12.515,0,4,2,400.6,0.535333333,-5.33,0.214404303,41.52349482,34.26629231,22.23564656,1.760162004,3.401
487,DOTAP,1,0,12.515,0,4,2,1350.666667,0.896,-20.13333333,0.297245583,57.56729343,21.11380517,13.70090189,7.320753927,3.367
488,DOTAP,1,0,12.515,0,4,2,297.0,0.258333333,-9.57,0.308539284,59.75453465,21.91601389,14.22146098,3.7994512,4.234
489,DOTAP,1,0,12.515,0,4,2,134.1333333,0.257,-1.092,0.312497008,60.52102356,22.19713702,14.40388382,2.565458582,5.124
490,DOTAP,1,0,12.515,0,4,2,165.4666667,0.175,-1.492333333,0.379911187,73.5770691,10.11962572,6.566698806,9.35669519,2.944
491,DOTAP,1,0,12.515,0,4,2,110.9666667,0.174666667,-1.123,0.398557073,77.18820146,10.6162928,6.888989689,4.907958976,3.178
492,DOTAP,1,0,12.515,0,4,2,128.5333333,0.182,-0.810666667,0.405185858,78.47199253,10.79286256,7.003567089,3.326391968,5.153
493,DOTAP,1,0,12.515,0,4,2,176.3333333,0.631666667,-1.883333333,0.21582822,20.89963183,46.22063381,29.99290579,2.671000353,2.996
494,DOTAP,1,0,12.515,0,4,2,176.6666667,0.532666667,-1.316666667,0.218749622,21.18252448,46.84626577,30.39888292,1.353577203,2.0
495,DOTAP,1,0,12.515,0,4,2,495.4333333,0.636333333,-2.92,0.219741077,21.2785316,47.05859056,30.53666202,0.906474747,2.079
496,DOTAP,1,0,12.515,0,4,2,116.2666667,0.275666667,-1.833333333,0.412149112,39.91027997,33.09888036,21.47810444,5.100586115,3.332
497,DOTAP,1,0,12.515,0,4,2,285.1333333,0.367666667,-6.416666667,0.422935199,40.95474602,33.96508968,22.04019398,2.617035123,2.639
498,DOTAP,1,0,12.515,0,4,2,432.9,0.635333333,-4.216666667,0.426657122,41.31515674,34.2639899,22.2341525,1.760043736,3.045
499,DOTAP,1,0,12.515,0,4,2,141.4,0.175333333,-20.63333333,0.591493037,57.27697093,21.1118384,13.69962564,7.320071992,3.932
500,DOTAP,1,0,12.515,0,4,2,293.6333333,0.427333333,-9.726666667,0.613964354,59.45297107,21.91389484,14.22008591,3.799083832,4.007
501,DOTAP,1,0,12.515,0,4,2,162.9333333,0.248333333,-1.077,0.621839083,60.21551706,22.19496326,14.40247325,2.565207347,4.635
502,DOTAP,1,0,12.515,0,4,2,170.3,0.095333333,-2.533333333,0.755970866,73.20410993,10.11842094,6.565917017,9.355581242,3.526
503,DOTAP,1,0,12.515,0,4,2,136.5,0.184666667,-0.168,0.793068972,76.79648889,10.61496687,6.888129283,4.907345991,3.584
504,DOTAP,1,0,12.515,0,4,2,108.9333333,0.175,-0.043,0.806257589,78.07360283,10.79149215,7.002677826,3.325969606,5.176
505,DOTAP,1,0,12.515,0,4,2,145.8666667,0.455333333,-1.640333333,0.427395888,20.69334745,46.21753818,29.99089701,2.670821463,2.89
506,DOTAP,1,0,12.515,0,4,2,241.3666667,0.758666667,-1.149,0.433180629,20.97342887,46.84308578,30.3968194,1.35348532,2.079
507,DOTAP,1,0,12.515,0,4,2,357.8666667,0.772,-2.276666667,0.435143832,21.06848181,47.05538167,30.53457975,0.906412935,2.565
508,DOTAP,1,0,12.515,0,4,2,133.4,0.228666667,-0.863666667,0.816112485,39.51394869,33.09464739,21.47535763,5.099933808,3.466
509,DOTAP,1,0,12.515,0,4,2,282.5,0.323,-7.106666667,0.837467632,40.54790689,33.96063227,22.03730153,2.616691676,3.466
510,DOTAP,1,0,12.515,0,4,2,462.7,0.739666667,-2.183333333,0.844836555,40.9046901,34.25945369,22.23120893,1.759810724,3.497
511,DOTAP,1,0,12.515,0,4,2,116.7666667,0.118,-22.2,1.171173189,56.70502311,21.10796378,13.69711137,7.318728551,3.664
512,DOTAP,1,0,12.515,0,4,2,296.5666667,0.253,-14.66666667,1.215658564,58.85888408,21.90972026,14.21737699,3.798360108,4.644
513,DOTAP,1,0,12.515,0,4,2,138.1666667,0.219666667,-1.203333333,1.231247637,59.61366464,22.19068091,14.3996944,2.56471241,5.964
514,DOTAP,1,0,12.515,0,4,2,159.1333333,0.153,-2.56,1.496767624,72.46942085,10.11604766,6.564376978,9.353386885,4.29
515,DOTAP,1,0,12.515,0,4,2,117.1333333,0.218666667,-0.0463,1.570201117,76.02487101,10.61235497,6.886434404,4.9061385,3.466
516,DOTAP,1,0,12.515,0,4,2,118.5666667,0.198666667,-0.131666667,1.596306791,77.2888368,10.78879267,7.000926114,3.325137619,5.38
517,DOTAP,1,0,12.515,0,4,2,122.3666667,0.275666667,-1.79,1.980588382,19.17894143,46.19481212,29.9761499,2.669508168,2.639
518,DOTAP,1,0,12.515,0,4,2,411.6333333,1.0,-3.726666667,2.007381995,19.43839621,46.81974052,30.38167049,1.352810781,2.303
519,DOTAP,1,0,12.515,0,4,2,199.2,0.498,-1.776666667,2.016475026,19.52644818,47.03182438,30.51929326,0.905959159,2.0
520,DOTAP,1,0,12.515,0,4,2,119.1333333,0.235666667,-0.88,3.780243085,36.60581944,33.06358744,21.45520261,5.095147424,4.394
521,DOTAP,1,0,12.515,0,4,2,393.5333333,0.312,-13.16666667,3.879065128,37.5627584,33.92792637,22.01607844,2.614171662,5.242
522,DOTAP,1,0,12.515,0,4,2,474.5,0.771333333,-6.36,3.91316407,37.89295402,34.22616999,22.20961089,1.758101035,4.977
523,DOTAP,1,0,12.515,0,4,2,171.8333333,0.23,-19.56666667,5.422674483,52.51023243,21.07954646,13.67867117,7.308875462,4.605
524,DOTAP,1,0,12.515,0,4,2,309.2,0.357333333,-9.383333333,5.628359371,54.50197309,21.87910472,14.19751034,3.793052472,5.273
525,DOTAP,1,0,12.515,0,4,2,135.1,0.243666667,-1.427,5.700432841,55.1998934,22.1592757,14.37931533,2.561082718,4.913
526,DOTAP,1,0,12.515,0,4,2,178.8,0.187666667,-2.843333333,6.92762352,67.08334095,10.0986489,6.553086794,9.337299836,3.951
527,DOTAP,1,0,12.515,0,4,2,114.0333333,0.199666667,0.044333333,7.266889134,70.36860476,10.59320873,6.874010269,4.897287108,4.595
528,DOTAP,1,0,12.515,0,4,2,99.51,0.233666667,-0.3501,7.387484577,71.53638549,10.7690051,6.98808581,3.319039029,5.684
529,DOTAP,1,0,12.515,0,4,2,142.0666667,0.393,-2.13,10.86259012,10.51874188,46.06485208,29.89181789,2.661998031,7.878
530,DOTAP,1,0,12.515,0,4,2,155.0333333,0.426,-0.929,11.00912142,10.66063483,46.68624555,30.29504464,1.348953574,6.004
531,DOTAP,1,0,12.515,0,4,2,123.6666667,0.345,-0.883333333,11.05884766,10.70878701,46.897119,30.43188195,0.903364372,4.787
532,DOTAP,1,0,12.515,0,4,2,108.2666667,0.213333333,-1.0292,20.67998041,20.02536906,32.88650181,21.34029045,5.067858268,9.21
533,DOTAP,1,0,12.515,0,4,2,247.7,0.358333333,-6.423333333,21.21761987,20.54598988,33.74148718,21.89509669,2.599806385,9.339
534,DOTAP,1,0,12.515,0,4,2,772.0333333,0.821333333,-11.56666667,21.40309958,20.72559836,34.03644776,22.08649875,1.748355543,7.827
535,DOTAP,1,0,12.515,0,4,2,182.6,0.103666667,-20.7,29.59610033,28.65925498,20.91796967,13.57382281,7.252852214,6.897
536,DOTAP,1,0,12.515,0,4,2,397.4666667,0.533,-4.423333333,30.70976735,29.7376696,21.70508867,14.08459006,3.762884326,7.683
537,DOTAP,1,0,12.515,0,4,2,117.0333333,0.272333333,-1.237,31.09985115,30.11540556,21.9807926,14.26349635,2.540454337,7.054
538,DOTAP,1,0,12.515,0,4,2,137.2333333,0.148333333,-0.065666667,37.72961263,36.53530624,9.999968964,6.489052666,9.246059498,6.452
539,DOTAP,1,0,12.515,0,4,2,104.4666667,0.211,2.526666667,39.55840968,38.3062139,10.48467878,6.803584396,4.847113236,7.391
540,DOTAP,1,0,12.515,0,4,2,99.66666667,0.235333333,1.341666667,40.20805297,38.93529315,10.65686218,6.915315453,3.284476251,6.306
541,DSPC,1,1,6.12,0,8,0,445.6,0.224,-20.0,0.171870872,27.93393808,67.48372993,0.875813673,3.534647442,6.196
542,DSPC,1,1,6.12,0,8,0,388.5666667,0.160666667,-2.833333333,0.174963036,28.43650315,68.69784321,0.891570612,1.799119996,5.759
543,DSPC,1,1,6.12,0,8,0,168.4666667,0.232333333,-0.537666667,0.176018631,28.60806764,69.11231436,0.896949679,1.206649689,5.384
544,DSPC,1,1,6.12,0,8,0,206.4666667,0.204666667,-0.144176667,0.300078597,48.7713644,44.18380217,0.573423818,6.171331015,5.242
545,DSPC,1,1,6.12,0,8,0,266.9333333,0.448,-1.186333333,0.30963283,50.32420091,45.59057481,0.591681118,3.18391033,5.204
546,DSPC,1,1,6.12,0,8,0,295.5333333,0.357,-1.356666667,0.312954224,50.86402254,46.07961939,0.59802801,2.145375834,5.38
547,DSPC,1,1,6.12,0,8,0,213.1,0.208333333,-2.03,0.399386569,64.91175338,26.13599284,0.339196721,8.213670495,4.963
548,DSPC,1,1,6.12,0,8,0,226.5333333,0.251333333,0.105433333,0.416491175,67.69174168,27.2553241,0.353723565,4.282719481,4.431
549,DSPC,1,1,6.12,0,8,0,191.9333333,0.201333333,0.3688,0.422523,68.67208595,27.65004877,0.358846359,2.896495919,4.357
550,DSPC,1,1,6.12,0,8,0,204.2,0.222333333,-2.123333333,0.478576609,77.78240243,11.744331,0.152419638,9.842270324,4.868
551,DSPC,1,1,6.12,0,8,0,153.2,0.214666667,1.007666667,0.503346995,81.80829942,12.35219943,0.160308643,5.175845515,3.219
552,DSPC,1,1,6.12,0,8,0,145.8666667,0.251,-0.358366667,0.512183606,83.24450169,12.56905098,0.163122974,3.511140751,3.296
553,DSPC,1,1,6.12,0,8,0,380.3333333,0.369666667,-7.156666667,0.341990861,27.79165368,67.4740244,0.875687713,3.51664335,6.37
554,DSPC,1,1,6.12,0,8,0,300.7,0.191666667,-7.346666667,0.348111786,28.28906647,68.68166907,0.891360702,1.789791975,5.737
555,DSPC,1,1,6.12,0,8,0,323.3666667,0.139333333,-1.173666667,0.350201076,28.45885121,69.09388132,0.896710452,1.200355942,5.565
556,DSPC,1,1,6.12,0,8,0,197.5333333,0.27,-0.223666667,0.597036179,48.51773727,44.17270864,0.573279845,6.139238064,4.804
557,DSPC,1,1,6.12,0,8,0,266.7,0.469333333,-1.3988,0.615943292,50.05421085,45.57158261,0.591434635,3.166828606,4.942
558,DSPC,1,1,6.12,0,8,0,260.9333333,0.451,-1.876666667,0.622514615,50.58822498,46.05777286,0.597744483,2.133743066,5.136
559,DSPC,1,1,6.12,0,8,0,236.7333333,0.212,1.45,0.794553234,64.5688258,26.12725975,0.339083381,8.170277829,4.754
560,DSPC,1,1,6.12,0,8,0,169.5666667,0.271,2.546666667,0.828394292,67.31889623,27.24005379,0.353525384,4.259130304,4.344
561,DSPC,1,1,6.12,0,8,0,227.0666667,0.248666667,2.25,0.840324463,68.28839345,27.6323531,0.358616702,2.880312287,4.419
562,DSPC,1,1,6.12,0,8,0,198.8,0.230666667,-5.656666667,0.95203352,77.36635371,11.73962896,0.152358614,9.789625202,4.431
563,DSPC,1,1,6.12,0,8,0,148.5333333,0.221333333,-0.2858,1.001032169,81.34819543,12.34383663,0.160200109,5.146735667,3.296
564,DSPC,1,1,6.12,0,8,0,134.8333333,0.301666667,3.186666667,1.01850543,82.76814802,12.55930131,0.162996441,3.491048796,3.091
565,DSPC,1,1,6.12,0,8,0,160.3666667,0.219333333,3.713333333,0.677084125,27.51138946,67.45490695,0.875439605,3.481179851,6.409
566,DSPC,1,1,6.12,0,8,0,394.7333333,0.162333333,-4.73,0.68907815,27.99873258,68.64981878,0.890947344,1.771423138,5.549
567,DSPC,1,1,6.12,0,8,0,294.7666667,0.212333333,-2.64,0.693171148,28.16503993,69.05758614,0.896239408,1.187963378,5.583
568,DSPC,1,1,6.12,0,8,0,174.7,0.195333333,1.836666667,1.181781058,48.01831521,44.15086417,0.572996344,6.076043219,5.159
569,DSPC,1,1,6.12,0,8,0,308.0666667,0.109,5.443333333,1.218808731,49.52282947,45.5342031,0.590949518,3.133209181,4.745
570,DSPC,1,1,6.12,0,8,0,458.9333333,0.305333333,-1.491333333,1.231672355,50.04550627,46.0147829,0.597186553,2.110851923,5.063
571,DSPC,1,1,6.12,0,8,0,191.4333333,0.245666667,-1.055666667,1.572491581,63.89372709,26.1100675,0.338860258,8.08485357,4.654
572,DSPC,1,1,6.12,0,8,0,201.9333333,0.207333333,4.203333333,1.638736296,66.58539285,27.21001233,0.353135502,4.212723029,4.111
