,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,Size,PDI,Zeta,RLU_HepG2
180,181,DOPE,1,1,9.784,2,9,36,2,0.161855236,27.93674066,67.49050049,0.875901543,3.535002069,288.9666667,0.464333333,-7.436666667,2.485
181,182,DOPE,1,1,9.784,2,9,36,2,0.164767504,28.43940748,68.7048596,0.891661672,1.799303747,533.7,0.403333333,-3.523333333,1.792
182,183,DOPE,1,1,9.784,2,9,36,2,0.165761689,28.61100712,69.11941567,0.897041841,1.206773673,342.3333333,0.496333333,-3.396666667,1.609
183,184,DOPE,1,1,9.784,2,9,36,2,0.28261291,48.7799083,44.1915424,0.573524272,6.172412124,237.1333333,0.211,-4.23,1.099
184,185,DOPE,1,1,9.784,2,9,36,2,0.291612678,50.33329758,45.59881581,0.591788071,3.184485858,185.1333333,0.237333333,-1.803333333,1.253
185,186,DOPE,1,1,9.784,2,9,36,2,0.294741344,50.87331542,46.08803817,0.59813727,2.145767796,267.7333333,0.806666667,-2.356666667,1.386
186,187,DOPE,1,1,9.784,2,9,36,2,0.376162598,64.92688891,26.14208699,0.339275812,8.215585685,206.6,0.246666667,-5.31,1.099
187,188,DOPE,1,1,9.784,2,9,36,2,0.392276504,67.70820157,27.26195149,0.353809576,4.283760865,173.1333333,0.215,0.721666667,1.386
188,189,DOPE,1,1,9.784,2,9,36,2,0.397959042,68.68902611,27.65686954,0.35893488,2.897210432,183.6666667,0.260333333,-0.501666667,1.504
189,190,DOPE,1,1,9.784,2,9,36,2,0.450768649,77.80413614,11.74761256,0.152462226,9.84502042,166.6333333,0.219666667,-24.63333333,1.253
190,191,DOPE,1,1,9.784,2,9,36,2,0.474106594,81.83234151,12.35582953,0.160355755,5.17736661,137.6333333,0.164666667,-6.11,1.0
191,192,DOPE,1,1,9.784,2,9,36,2,0.482432358,83.26939547,12.57280968,0.163171755,3.512190737,158.8,0.225333333,-0.955,1.253
192,193,DOPE,1,1,9.784,2,9,36,2,0.322093606,27.79720243,67.48749595,0.875862549,3.517345467,577.6666667,0.252,-11.77666667,1.253
193,194,DOPE,1,1,9.784,2,9,36,2,0.327859583,28.29481564,68.69562721,0.891541853,1.790155714,562.7666667,0.344333333,-3.553333333,2.398
194,195,DOPE,1,1,9.784,2,9,36,2,0.329827726,28.46466961,69.10800753,0.896893784,1.200601354,288.1666667,0.316,-1.593,1.609
195,196,DOPE,1,1,9.784,2,9,36,2,0.562383956,48.53465073,44.1881074,0.573479692,6.141378224,240.3,0.260333333,-3.686666667,1.099
196,197,DOPE,1,1,9.784,2,9,36,2,0.580200097,50.07221271,45.5879723,0.591647343,3.167967547,191.7333333,0.264,0.269333333,1.0
197,198,DOPE,1,1,9.784,2,9,36,2,0.586392337,50.60661307,46.07451419,0.597961754,2.13451865,189.9666667,0.325666667,-2.24,1.099
198,199,DOPE,1,1,9.784,2,9,36,2,0.748523366,64.59878479,26.13938242,0.339240711,8.174068718,192.8,0.182,-3.663333333,1.0
199,200,DOPE,1,1,9.784,2,9,36,2,0.780419374,67.35146219,27.25323134,0.353696405,4.261190686,170.3,0.242,0.073,1.099
200,201,DOPE,1,1,9.784,2,9,36,2,0.791664147,68.3219044,27.64591303,0.358792685,2.881725734,181.6333333,0.328333333,-1.161666667,1.253
201,202,DOPE,1,1,9.784,2,9,36,2,0.896963028,77.40936926,11.74615617,0.152443325,9.795068216,172.9333333,0.206666667,-26.66666667,1.0
202,203,DOPE,1,1,9.784,2,9,36,2,0.943154333,81.39575408,12.35105321,0.160293767,5.149744607,148.0,0.187666667,-6.033333333,1.0
203,204,DOPE,1,1,9.784,2,9,36,2,0.959627115,82.81738196,12.5667721,0.163093398,3.493125417,162.5333333,0.193666667,-0.325333333,1.0
204,205,DOPE,1,1,9.784,2,9,36,2,0.637815697,27.5222664,67.48157601,0.875785719,3.482556174,650.7333333,0.484666667,-11.36666667,2.398
205,206,DOPE,1,1,9.784,2,9,36,2,0.649118658,28.00999836,68.67744124,0.891305833,1.772135901,403.2666667,0.629666667,-4.096666667,2.351
206,207,DOPE,1,1,9.784,2,9,36,2,0.652975865,28.17643997,69.08553778,0.896602169,1.188444216,475.3333333,0.162,-3.116666667,1.0
207,208,DOPE,1,1,9.784,2,9,36,2,1.113570206,48.05146062,44.18134001,0.573391864,6.080237304,191.8,0.206,-0.756333333,1.0
208,209,DOPE,1,1,9.784,2,9,36,2,1.148485529,49.55808521,45.5666193,0.59137022,3.135439741,170.0,0.294,0.3774,1.0
209,210,DOPE,1,1,9.784,2,9,36,2,1.160615664,50.08151041,46.04788722,0.597616185,2.112370529,307.4666667,0.557666667,-3.04,1.0
210,211,DOPE,1,1,9.784,2,9,36,2,1.482067653,63.95242533,26.13405444,0.339171564,8.092281008,189.0333333,0.220333333,-2.12,1.0
211,212,DOPE,1,1,9.784,2,9,36,2,1.544562835,66.64914332,27.23606385,0.353473603,4.216756393,155.4333333,0.233333333,1.195666667,1.0
212,213,DOPE,1,1,9.784,2,9,36,2,1.566582491,67.59930938,27.62434767,0.358512806,2.851247651,256.8,0.427666667,0.16,1.253
213,214,DOPE,1,1,9.784,2,9,36,2,1.775904692,76.6317327,11.74328728,0.152406092,9.696669234,202.3,0.256333333,-29.4,1.0
214,215,DOPE,1,1,9.784,2,9,36,2,1.866393704,80.53640721,12.34165186,0.160171755,5.09537547,135.8666667,0.173666667,-10.41,1.0
215,216,DOPE,1,1,9.784,2,9,36,2,1.898641339,81.92791891,12.55489148,0.16293921,3.455609066,163.5333333,0.229333333,-0.4925,4.357
216,217,DOPE,1,1,9.784,2,9,36,2,2.955241337,25.50421374,67.43812318,0.875221782,3.22719996,431.8,0.420666667,-9.42,2.741
217,218,DOPE,1,1,9.784,2,9,36,2,3.003709188,25.92249918,68.5441516,0.88957598,1.640064053,465.9333333,0.358,-1.686666667,1.386
218,219,DOPE,1,1,9.784,2,9,36,2,3.02022037,26.06499338,68.92093409,0.894465918,1.099386248,599.5333333,0.522,-0.166206667,1.253
219,220,DOPE,1,1,9.784,2,9,36,2,5.15711489,44.50674088,44.13169386,0.572747549,5.631702818,197.5666667,0.262666667,-2.53,1.253
220,221,DOPE,1,1,9.784,2,9,36,2,5.306539147,45.79629654,45.41038276,0.58934256,2.897438986,199.4,0.327666667,2.476666667,1.099
221,222,DOPE,1,1,9.784,2,9,36,2,5.35829021,46.24291664,45.85323931,0.595090016,1.950463824,208.5,0.330666667,1.541666667,1.0
222,223,DOPE,1,1,9.784,2,9,36,2,6.861131953,59.21268549,26.09498453,0.338664509,7.492533516,193.9,0.197333333,-1.64,1.0
223,224,DOPE,1,1,9.784,2,9,36,2,7.128172303,61.51728717,27.1106207,0.351845583,3.892074242,159.3,0.201,2.77,1.0
224,225,DOPE,1,1,9.784,2,9,36,2,7.221865762,62.32587697,27.4669656,0.356470279,2.628821388,190.9666667,0.275,2.354,1.609
225,226,DOPE,1,1,9.784,2,9,36,2,8.218994564,70.93126083,11.72225685,0.152133156,8.975354601,166.8666667,0.266,-26.83333333,1.504
226,227,DOPE,1,1,9.784,2,9,36,2,8.605166676,74.26398901,12.27303087,0.159281182,4.698532266,146.8666667,0.208666667,5.42,1.253
227,228,DOPE,1,1,9.784,2,9,36,2,8.742083209,75.44560098,12.46830667,0.161815499,3.182193643,167.8,0.237,7.203333333,3.902
228,229,DOPE,1,1,9.784,2,9,36,2,16.19399865,13.97568441,67.18989023,0.872000179,1.768426529,287.7333333,0.327,2.916666667,3.676
229,230,DOPE,1,1,9.784,2,9,36,2,16.33846553,14.10036168,67.78929215,0.879779304,0.892101343,306.5333333,0.569,3.96,2.862
230,231,DOPE,1,1,9.784,2,9,36,2,16.38719566,14.14241657,67.99147644,0.882403281,0.596508047,473.2,0.17,5.006666667,2.197
231,232,DOPE,1,1,9.784,2,9,36,2,28.18243485,24.32189998,43.84899181,0.569078601,3.077594763,261.7,0.330333333,4.206666667,1.253
232,233,DOPE,1,1,9.784,2,9,36,2,28.62288302,24.70201392,44.53428421,0.577972425,1.562846421,205.1,0.196,4.25,3.584
233,234,DOPE,1,1,9.784,2,9,36,2,28.77277445,24.83137266,44.76749996,0.580999133,1.047353791,177.9333333,0.268,2.72,3.401
234,235,DOPE,1,1,9.784,2,9,36,2,37.41529781,32.29001099,25.8730596,0.335784335,4.085847273,224.5,0.256333333,4.343333333,4.174
235,236,DOPE,1,1,9.784,2,9,36,2,38.19560485,32.96342866,26.41264986,0.342787216,2.08552941,195.0333333,0.254,5.876666667,4.159
236,237,DOPE,1,1,9.784,2,9,36,2,38.46299051,33.19418684,26.59754977,0.345186874,1.400086008,179.0333333,0.261666667,6.29,5.807
237,238,DOPE,1,1,9.784,2,9,36,2,44.74471875,38.61542055,11.60303582,0.150585888,4.886238993,237.6333333,0.301,6.303333333,6.222
238,239,DOPE,1,1,9.784,2,9,36,2,45.8652619,39.58246754,11.89361094,0.154357015,2.504302602,164.9666667,0.183666667,11.93333333,6.708
239,240,DOPE,1,1,9.784,2,9,36,2,46.25135318,39.9156706,11.99373071,0.155656384,1.683589123,171.5333333,0.187333333,8.72,6.424
240,241,DOPE,1,1,9.784,2,9,36,2,0.157241245,27.14035082,65.04721657,4.220961241,3.434230123,177.0333333,0.31,-4.186666667,1.253
241,242,DOPE,1,1,9.784,2,9,36,2,0.159988431,27.61452397,66.18366627,4.294706289,1.747115037,223.4,0.485666667,-2.646666667,1.253
242,243,DOPE,1,1,9.784,2,9,36,2,0.160925616,27.77628519,66.57135901,4.319863953,1.171566228,169.1333333,0.368333333,-2.373333333,1.0
243,244,DOPE,1,1,9.784,2,9,36,2,0.277285286,47.860343,43.01504037,2.791277287,6.056054055,193.5,0.275333333,-1.616666667,1.099
244,245,DOPE,1,1,9.784,2,9,36,2,0.28594374,49.3548203,44.35821924,2.878437141,3.122579581,139.0,0.236666667,-1.976666667,1.0
245,246,DOPE,1,1,9.784,2,9,36,2,0.288951318,49.87393811,44.8247824,2.908712765,2.103615409,159.2333333,0.303666667,-2.136666667,1.504
246,247,DOPE,1,1,9.784,2,9,36,2,0.371935181,64.19722293,25.64355616,1.664029029,8.123256705,171.7,0.236333333,-0.094333333,1.0
247,248,DOPE,1,1,9.784,2,9,36,2,0.387681357,66.91506414,26.72919679,1.73447704,4.233580665,150.1333333,0.232,-1.95,1.0
248,249,DOPE,1,1,9.784,2,9,36,2,0.393230601,67.87288188,27.11179672,1.759304228,2.86278657,177.5333333,0.260666667,-2.43,1.792
249,250,DOPE,1,1,9.784,2,9,36,2,0.448478001,77.40876284,11.59533777,0.75242991,9.794991482,219.6333333,0.307666667,-15.26666667,1.0
250,251,DOPE,1,1,9.784,2,9,36,2,0.471573282,81.39508359,12.19246313,0.79117781,5.149702186,141.4666667,0.245666667,-3.21,1.0
251,252,DOPE,1,1,9.784,2,9,36,2,0.479809536,82.81668785,12.40541036,0.80499611,3.49309614,160.0333333,0.184333333,-4.51,5.226
252,253,DOPE,1,1,9.784,2,9,36,2,0.312912113,27.00482467,65.04440334,4.220778688,3.417081192,176.9333333,0.24,-4.66,1.253
253,254,DOPE,1,1,9.784,2,9,36,2,0.318351274,27.47423309,66.1750306,4.294145914,1.738239117,263.8333333,0.433333333,-6.34,1.099
254,255,DOPE,1,1,9.784,2,9,36,2,0.320206593,27.63435012,66.56069193,4.319171759,1.165579598,303.3666667,0.674666667,-2.326666667,1.253
255,256,DOPE,1,1,9.784,2,9,36,2,0.551783089,47.61977864,43.01175985,2.791064411,6.025614014,174.6666667,0.246333333,-3.043333333,1.0
256,257,DOPE,1,1,9.784,2,9,36,2,0.56892366,49.09903789,44.34787576,2.877765945,3.106396746,148.9333333,0.217333333,-0.049066667,1.386
257,258,DOPE,1,1,9.784,2,9,36,2,0.574876307,49.61276096,44.81188743,2.907876,2.092599309,152.4666667,0.288333333,-1.993333333,1.099
258,259,DOPE,1,1,9.784,2,9,36,2,0.740112118,63.87288039,25.64093297,1.663858808,8.082215713,164.2,0.201666667,-2.476666667,1.0
259,260,DOPE,1,1,9.784,2,9,36,2,0.77128039,66.56275303,26.72074718,1.733928739,4.211290654,150.2666667,0.204333333,1.32,1.099
260,261,DOPE,1,1,9.784,2,9,36,2,0.782261492,67.51043998,27.10118372,1.758615543,2.84749926,191.8,0.244333333,-1.426666667,1.504
261,262,DOPE,1,1,9.784,2,9,36,2,0.892405539,77.01605054,11.59390756,0.752337103,9.745299257,241.5333333,0.267,-15.93333333,1.0
262,263,DOPE,1,1,9.784,2,9,36,2,0.938116678,80.96099622,12.18777514,0.790873602,5.122238357,148.0333333,0.21,-3.53,1.0
263,264,DOPE,1,1,9.784,2,9,36,2,0.954412438,82.36734683,12.39948554,0.804611644,3.474143542,155.5666667,0.167333333,-3.316666667,3.989
264,265,DOPE,1,1,9.784,2,9,36,2,0.619635886,26.73779273,65.03886034,4.220418999,3.383292051,153.8666667,0.203,-3.213333333,1.099
265,266,DOPE,1,1,9.784,2,9,36,2,0.630298302,27.19788466,66.15801985,4.293042074,1.720755111,203.9333333,0.501,-2.766666667,1.0
266,267,DOPE,1,1,9.784,2,9,36,2,0.633934455,27.35478763,66.53968151,4.317808377,1.15378803,263.9333333,0.412333333,-1.060666667,1.386
267,268,DOPE,1,1,9.784,2,9,36,2,1.092582701,47.14583271,43.00529676,2.790645017,5.965642815,170.0666667,0.220333333,-3.176666667,2.015
268,269,DOPE,1,1,9.784,2,9,36,2,1.126174474,48.59534507,44.32750713,2.87644421,3.07452912,158.3666667,0.279,-1.57,1.609
269,270,DOPE,1,1,9.784,2,9,36,2,1.137835502,49.09852791,44.78649844,2.906228491,2.070909653,130.9333333,0.215,0.963666667,4.304
270,271,DOPE,1,1,9.784,2,9,36,2,1.465416835,63.23392899,25.63576531,1.663523475,8.00136539,160.7333333,0.165333333,-3.816666667,2.398
271,272,DOPE,1,1,9.784,2,9,36,2,1.526486725,65.86914445,26.7041121,1.732849276,4.167407443,138.7333333,0.185333333,0.242266667,1.099
272,273,DOPE,1,1,9.784,2,9,36,2,1.547990414,66.79704614,27.08029417,1.757260004,2.81740927,152.2333333,0.245666667,-1.88,1.872
273,274,DOPE,1,1,9.784,2,9,36,2,1.766883473,76.24245979,11.59109024,0.752154285,9.647412215,189.0,0.199,-15.9,1.872
274,275,DOPE,1,1,9.784,2,9,36,2,1.856432312,80.10656506,12.17854758,0.790274819,5.068180227,147.2,0.241333333,-5.523333333,1.946
275,276,DOPE,1,1,9.784,2,9,36,2,1.888333697,81.48313578,12.38782671,0.803855094,3.436848714,148.5333333,0.207,-2.94,4.483
276,277,DOPE,1,1,9.784,2,9,36,2,2.871060088,24.77771586,64.99817339,4.217778793,3.13527186,154.9,0.957333333,-5.373333333,2.197
277,278,DOPE,1,1,9.784,2,9,36,2,2.916784653,25.17232629,66.03333569,4.284951228,1.592602133,230.9333333,0.481666667,-2.173333333,2.079
278,279,DOPE,1,1,9.784,2,9,36,2,2.93235155,25.30667116,66.38575601,4.30782004,1.06740124,168.1666667,0.428,-0.284166667,2.251
279,280,DOPE,1,1,9.784,2,9,36,2,5.06002569,43.66884528,42.95788189,2.787568231,5.525678901,164.0666667,0.157333333,-0.60825,1.946
280,281,DOPE,1,1,9.784,2,9,36,2,5.203798282,44.90962615,44.17846187,2.866772555,2.841341145,478.0,0.815333333,-3.73,1.872
281,282,DOPE,1,1,9.784,2,9,36,2,5.253555426,45.3390384,44.60088295,2.894183766,1.912339459,161.1333333,0.330333333,0.813333333,3.02
282,283,DOPE,1,1,9.784,2,9,36,2,6.784162064,58.54842282,25.59787027,1.661064439,7.408480407,179.6666667,0.263333333,1.84,1.792
283,284,DOPE,1,1,9.784,2,9,36,2,7.045130625,60.80062397,26.58255185,1.724961143,3.846732412,153.8,0.197333333,-0.397333333,1.705
284,285,DOPE,1,1,9.784,2,9,36,2,7.13663977,61.59036279,26.9278324,1.747366649,2.597798392,150.7333333,0.228333333,-0.254666667,4.363
285,286,DOPE,1,1,9.784,2,9,36,2,8.177318209,70.5715871,11.57043763,0.750814121,8.929842943,222.5666667,0.208,-12.13333333,2.89
286,287,DOPE,1,1,9.784,2,9,36,2,8.559492842,73.86981639,12.11119288,0.785904123,4.673593763,166.1666667,0.209333333,-6.06,3.526
287,288,DOPE,1,1,9.784,2,9,36,2,8.694948364,75.03881959,12.3028547,0.798341198,3.165036153,198.6666667,0.219,-0.9158,5.844
288,289,DOPE,1,1,9.784,2,9,36,2,15.7343558,13.57900516,64.76571246,4.202694234,1.718232342,236.7666667,0.272333333,-3.646666667,5.816
289,290,DOPE,1,1,9.784,2,9,36,2,15.87070359,13.69667551,65.32694683,4.239113141,0.866560936,211.3666667,0.439666667,1.916666667,3.296
290,291,DOPE,1,1,9.784,2,9,36,2,15.91667949,13.73635347,65.51619274,4.251393446,0.579380853,182.6,0.281,0.651,4.311
291,292,DOPE,1,1,9.784,2,9,36,2,27.65520011,23.86688781,42.68784723,2.770045485,3.020019366,179.9,0.168333333,-1.32,6.029
292,293,DOPE,1,1,9.784,2,9,36,2,28.07919873,24.23280552,43.34232046,2.81251473,1.533160556,196.2,0.148333333,2.876666667,6.372
293,294,DOPE,1,1,9.784,2,9,36,2,28.22343559,24.35728428,43.56496073,2.826962019,1.027357383,180.0,0.512666667,-3.013333333,6.458
294,295,DOPE,1,1,9.784,2,9,36,2,36.99909359,31.93081997,25.38259469,1.647095049,4.040396697,197.7,0.18,0.54,6.006
295,296,DOPE,1,1,9.784,2,9,36,2,37.76196008,32.58918617,25.90594619,1.681055709,2.061851845,148.4666667,0.206666667,4.106666667,6.537
296,297,DOPE,1,1,9.784,2,9,36,2,38.02328804,32.81471645,26.08522576,1.692689291,1.38408046,171.6333333,0.198666667,1.651,7.636
297,298,DOPE,1,1,9.784,2,9,36,2,44.52012605,38.4215934,11.45335134,0.743216307,4.861712891,253.0666667,0.335333333,-0.074666667,7.84
298,299,DOPE,1,1,9.784,2,9,36,2,45.62930905,39.37883639,11.73870235,0.761732942,2.491419271,186.6333333,0.255,-5.6,8.234
299,300,DOPE,1,1,9.784,2,9,36,2,46.01142153,39.70860567,11.83700549,0.768111904,1.674855404,150.0333333,0.178,6.683333333,8.221
300,301,DOPE,1,1,9.784,2,9,36,2,0.121691419,21.00433502,46.22222907,29.99394097,2.657803523,274.6,0.739666667,-9.106666667,1.099
301,302,DOPE,1,1,9.784,2,9,36,2,0.123330358,21.28722128,46.84474978,30.39789918,1.346799403,236.6,0.577,-4.033333333,1.0
302,303,DOPE,1,1,9.784,2,9,36,2,0.123886526,21.38321763,47.05599975,30.53498083,0.901915265,405.4,0.707666667,-5.893333333,1.0
303,304,DOPE,1,1,9.784,2,9,36,2,0.232391227,40.11148219,33.10106193,21.47952008,5.075544576,170.1333333,0.409333333,-5.413333333,1.0
304,305,DOPE,1,1,9.784,2,9,36,2,0.23844235,41.15592587,33.96296464,22.03881502,2.603852126,176.6666667,0.290333333,-1.593333333,1.0
305,306,DOPE,1,1,9.784,2,9,36,2,0.240530033,41.5162666,34.26032739,22.23177588,1.751100103,260.6666667,0.788666667,-1.943333333,1.386
306,307,DOPE,1,1,9.784,2,9,36,2,0.333524278,57.567376,21.11383546,13.70092155,7.284342714,153.6333333,0.193,-3.223333333,1.099
307,308,DOPE,1,1,9.784,2,9,36,2,0.34613096,59.74333047,21.91190457,14.2187944,3.779839592,153.0333333,0.370333333,-1.48,1.0
308,309,DOPE,1,1,9.784,2,9,36,2,0.350547673,60.50566956,22.19150568,14.4002296,2.552047495,149.9,0.288333333,-2.086666667,1.386
309,310,DOPE,1,1,9.784,2,9,36,2,0.426279353,73.57720399,10.11964427,6.566710845,9.310161537,133.1,0.144333333,-3.64,1.872
310,311,DOPE,1,1,9.784,2,9,36,2,0.447091839,77.16950686,10.61372159,6.88732121,4.8823585,138.3666667,0.247666667,-33.9,1.099
311,312,DOPE,1,1,9.784,2,9,36,2,0.454488424,78.44618147,10.78931256,7.001263471,3.308754079,136.2333333,0.169,-2.783333333,3.597
312,313,DOPE,1,1,9.784,2,9,36,2,0.242169866,20.8996536,46.22068195,29.99293703,2.64455756,196.5,0.676666667,-6.903333333,1.0
313,314,DOPE,1,1,9.784,2,9,36,2,0.245414936,21.17970839,46.84003783,30.39484157,1.33999728,197.3,0.605666667,-2.48,1.0
314,315,DOPE,1,1,9.784,2,9,36,2,0.246516038,21.27473535,47.05019494,30.53121405,0.897339629,213.9333333,0.647666667,-1.81,1.0
315,316,DOPE,1,1,9.784,2,9,36,2,0.462451989,39.91035935,33.09894619,21.47814716,5.050095307,137.9333333,0.216666667,-6.893333333,1.386
316,317,DOPE,1,1,9.784,2,9,36,2,0.474431613,40.94422043,33.95636047,22.03452953,2.590457951,470.4333333,1.0,-3.68,1.0
317,318,DOPE,1,1,9.784,2,9,36,2,0.478563946,41.30084746,34.25212275,22.22645183,1.742014014,165.9666667,0.624666667,-2.296666667,1.0
318,319,DOPE,1,1,9.784,2,9,36,2,0.663685448,57.27713442,21.11189866,13.69966475,7.247616719,137.5666667,0.191333333,-3.093333333,1.0
319,320,DOPE,1,1,9.784,2,9,36,2,0.688640459,59.43079245,21.90571998,14.21478118,3.760065944,115.6333333,0.217,-2.686666667,1.099
320,321,DOPE,1,1,9.784,2,9,36,2,0.697381122,60.18512592,22.18376133,14.39520423,2.538527397,207.0666667,0.332333333,-1.29,1.504
321,322,DOPE,1,1,9.784,2,9,36,2,0.84823866,73.20437699,10.11845786,6.565940971,9.262985518,145.4,0.130333333,-3.763333333,1.253
322,323,DOPE,1,1,9.784,2,9,36,2,0.88943267,76.75948708,10.6098524,6.884810469,4.856417378,135.8666667,0.231,-36.3,1.386
323,324,DOPE,1,1,9.784,2,9,36,2,0.904067771,78.02252016,10.7844314,6.998096053,3.290884616,120.9333333,0.173,-1.66,2.079
324,325,DOPE,1,1,9.784,2,9,36,2,0.479559672,20.69339013,46.21763351,29.99095887,2.618457816,278.8333333,0.789333333,-8.986666667,1.253
325,326,DOPE,1,1,9.784,2,9,36,2,0.485921497,20.96790804,46.8307553,30.38881806,1.326597101,415.8,0.856666667,-6.63,1.0
326,327,DOPE,1,1,9.784,2,9,36,2,0.488079781,21.06103976,47.03876024,30.52379398,0.888326237,496.8333333,0.378333333,-6.54,1.0
327,328,DOPE,1,1,9.784,2,9,36,2,0.915720952,39.51410431,33.09477773,21.47544221,4.999954798,93.06666667,0.211,-2.723333333,1.0
328,329,DOPE,1,1,9.784,2,9,36,2,0.939200759,40.52727708,33.9433539,22.02608947,2.564078789,207.5666667,0.603666667,-2.203333333,1.0
329,330,DOPE,1,1,9.784,2,9,36,2,0.947297241,40.87664689,34.23596629,22.21596778,1.724121807,201.6333333,0.620333333,-2.146666667,1.099
330,331,DOPE,1,1,9.784,2,9,36,2,1.314119911,56.7053436,21.10808308,13.69718879,7.175264623,136.1666667,0.159666667,-2.57,1.0
331,332,DOPE,1,1,9.784,2,9,36,2,1.363020059,58.81542478,21.8935429,14.20687938,3.721132877,129.5,0.283,-1.666333333,1.253
332,333,DOPE,1,1,9.784,2,9,36,2,1.380138994,59.55412077,22.16851621,14.38531157,2.511912451,202.5,0.512333333,-2.12,1.0
333,334,DOPE,1,1,9.784,2,9,36,2,1.679457185,72.46994431,10.11612073,6.564424393,9.170053379,143.0333333,0.155333333,-3.51,1.253
334,335,DOPE,1,1,9.784,2,9,36,2,1.760161039,75.95238126,10.60223609,6.879868186,4.805353427,134.7,0.230666667,-36.66666667,1.386
335,336,DOPE,1,1,9.784,2,9,36,2,1.788813983,77.18877914,10.77482557,6.991862758,3.255718545,135.2333333,0.219666667,-2.383333333,2.803
336,337,DOPE,1,1,9.784,2,9,36,2,2.222336388,19.17912474,46.19525365,29.97643642,2.426848803,235.4666667,0.617,-9.563333333,1.0
337,338,DOPE,1,1,9.784,2,9,36,2,2.249633996,19.41470754,46.76268346,30.34464575,1.228329248,378.9333333,0.809333333,-5.376666667,1.0
338,339,DOPE,1,1,9.784,2,9,36,2,2.258882835,19.49452653,46.95493721,30.46940061,0.822252823,476.3333333,0.748333333,-7.476666667,1.0
339,340,DOPE,1,1,9.784,2,9,36,2,4.241691409,36.60648725,33.06419062,21.45559402,4.632036705,132.7666667,0.226,-5.483333333,1.099
340,341,DOPE,1,1,9.784,2,9,36,2,4.342258922,37.47440126,33.84811928,21.96429103,2.370929515,279.9666667,0.880333333,-2.596666667,1.0
341,342,DOPE,1,1,9.784,2,9,36,2,4.376849595,37.77292439,34.11775525,22.13925978,1.59321098,153.0,0.411666667,-1.983333333,1.0
342,343,DOPE,1,1,9.784,2,9,36,2,6.084660051,52.51160659,21.0800981,13.67902913,6.64460612,156.7333333,0.235666667,-3.656666667,1.0
343,344,DOPE,1,1,9.784,2,9,36,2,6.293757758,54.31615383,21.80451001,14.14910529,3.436473111,134.0666667,0.204666667,-1.370333333,1.0
344,345,DOPE,1,1,9.784,2,9,36,2,6.366687593,54.94555019,22.05717295,14.31306011,2.317529163,167.5,0.380333333,-2.37,1.253
345,346,DOPE,1,1,9.784,2,9,36,2,7.77338569,67.08558372,10.09898652,6.55330588,8.488738187,144.4333333,0.081666667,-4.92,1.386
346,347,DOPE,1,1,9.784,2,9,36,2,8.117941072,70.05915275,10.54662418,6.843781215,4.432500787,161.1333333,0.24,-31.9,2.639
347,348,DOPE,1,1,9.784,2,9,36,2,8.239682401,71.10980023,10.70478744,6.946414508,2.999315418,118.1666667,0.198,-2.056666667,5.004
348,349,DOPE,1,1,9.784,2,9,36,2,12.188986,10.51929331,46.06726697,29.89338493,1.331068791,302.6666667,0.693,-8.333333333,1.0
349,350,DOPE,1,1,9.784,2,9,36,2,12.27065141,10.58977189,46.37591463,30.09366864,0.669993432,270.0333333,0.633333333,-7.673333333,1.253
350,351,DOPE,1,1,9.784,2,9,36,2,12.29811693,10.61347508,46.47971832,30.16102761,0.447662057,180.3,0.614,-9.613333333,1.0
351,352,DOPE,1,1,9.784,2,9,36,2,23.2062457,20.02736775,32.88978413,21.34242038,2.53418204,157.5,0.177,-3.126666667,2.14
352,353,DOPE,1,1,9.784,2,9,36,2,23.50406358,20.28438943,33.31187592,21.61631881,1.283352261,140.4666667,0.248666667,-1.383333333,2.398
353,354,DOPE,1,1,9.784,2,9,36,2,23.60504219,20.37153561,33.45499105,21.70918726,0.859243883,228.2,0.517,-1.873333333,4.151
354,355,DOPE,1,1,9.784,2,9,36,2,33.21298755,28.66334884,20.92095771,13.57576177,3.626944127,153.2,0.232666667,-2.37,3.651
355,356,DOPE,1,1,9.784,2,9,36,2,33.82642023,29.19275123,21.30736075,13.82650152,1.846966281,129.7666667,0.194666667,-1.059,3.871
356,357,DOPE,1,1,9.784,2,9,36,2,34.03596449,29.37359134,21.43935329,13.91215244,1.238938446,145.7333333,0.333666667,-1.533333333,4.197
357,358,DOPE,1,1,9.784,2,9,36,2,42.34214426,36.54195966,10.00179005,6.490234383,4.623871646,165.1666667,0.186,-3.313333333,5.582
358,359,DOPE,1,1,9.784,2,9,36,2,43.34423516,37.40678042,10.23849755,6.643835598,2.366651282,157.6666667,0.210666667,15.6,5.649
359,360,DOPE,1,1,9.784,2,9,36,2,43.68888971,37.70422291,10.31990964,6.696664497,1.590313244,140.5666667,0.184333333,-1.012333333,5.911
360,361,DOTAP,1,0,12.515,0,4,36,2,0.144249738,27.93672121,67.49045351,0.875900933,3.552674606,157.3333333,0.166,5.9,3.512
361,362,DOTAP,1,0,12.515,0,4,36,2,0.146858439,28.44194611,68.7109925,0.891741266,1.808461683,138.8333333,0.375666667,5.12,2.674
362,363,DOTAP,1,0,12.515,0,4,36,2,0.147749101,28.61443984,69.12770854,0.897149467,1.212953052,235.9333333,0.509333333,9.113333333,3.714
