,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.009521117748998631
1,P_charged_centers,1.0,1.0,0.00532265041536771
2,N_charged_centers,1.0,1.0,-0.024276992506860943
3,N_charged_centers,0.0,0.0,0.047564450529955914
4,Double_bonds,1.0,1.0,-0.02538246056131538
5,Double_bonds,2.0,2.0,0.03202333398715432
6,Double_bonds,0.0,0.0,-0.010217382546928078
7,NP_ratio,4.0,4.0,-0.00665893225215991
8,NP_ratio,8.0,8.0,-0.004094666127411615
9,NP_ratio,12.0,12.0,0.010221168074761732
10,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.04075174049815424
11,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.04796205671485524
12,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.040977647818957595
13,Dlin-MC3_Helper lipid_ratio,10.0,10.0,-0.004330521375887274
14,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.12353256137690936
15,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.02005892669833967
16,Dlin-MC3+Helper lipid percentage,40.0,40.0,-0.009703315914529491
17,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.0020949818971948983
18,Dlin-MC3+Helper lipid percentage,80.0,80.0,0.018421294142641747
19,Chol_DMG-PEG_ratio,500.0,500.0,-0.006675227135154731
20,Chol_DMG-PEG_ratio,100.0,100.0,0.024805966075867516
21,Chol_DMG-PEG_ratio,10.0,10.0,-0.020833100428827755
22,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,-0.002732284360473183
23,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,0.006546977159156406
24,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,-0.0034934897952040777
25,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,-0.025566149602724023
26,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,0.027914690824847786
27,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,-0.020729135464053642
28,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,0.022940096608938212
29,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,0.00863944088421923
30,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,-0.004097573593309305
