Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,HL_(IL+HL),(IL+HL),Chol_DMG-PEG_ratio,PEG_(Chol+PEG),Size,Zeta,PDI,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
521,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,40,10,9.090909091,393.5333333,-13.16666667,0.312,2.803,5.242,3.584,7.663,6.144,2.996
522,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,40,10,9.090909091,474.5,-6.36,0.771333333,4.277,4.977,4.043,8.49,6.513,5.142
523,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,60,10,9.090909091,171.8333333,-19.56666667,0.23,2.14,4.605,2.303,8.115,6.186,5.088
524,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,60,10,9.090909091,309.2,-9.383333333,0.357333333,2.803,5.273,2.485,8.912,7.054,6.297
525,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,60,10,9.090909091,135.1,-1.427,0.243666667,3.829,4.913,2.833,9.339,7.516,7.966
526,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,80,10,9.090909091,178.8,-2.843333333,0.187666667,0.693,3.951,1.609,6.923,4.966,4.883
527,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,80,10,9.090909091,114.0333333,0.044333333,0.199666667,1.705,4.595,2.197,8.28,5.236,5.714
528,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,80,10,9.090909091,99.51,-0.3501,0.233666667,1.253,5.684,2.485,10.141,7.095,5.778
529,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,20,10,9.090909091,142.0666667,-2.13,0.393,4.363,7.878,6.353,7.049,2.773,5.7
530,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,20,10,9.090909091,155.0333333,-0.929,0.426,4.443,6.004,3.401,5.436,2.079,3.689
531,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,20,10,9.090909091,123.6666667,-0.883333333,0.345,4.103,4.787,4.06,7.592,2.674,3.434
532,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,40,10,9.090909091,108.2666667,-1.0292,0.213333333,5.503,9.21,2.996,8.626,4.376,9.141
533,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,40,10,9.090909091,247.7,-6.423333333,0.358333333,6.449,9.339,6.738,9.078,2.918,9.543
534,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,40,10,9.090909091,772.0333333,-11.56666667,0.821333333,5.838,7.827,4.443,9.348,4.234,7.983
535,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,60,10,9.090909091,182.6,-20.7,0.103666667,5.268,6.897,2.197,7.709,4.248,9.711
536,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,60,10,9.090909091,397.4666667,-4.423333333,0.533,5.782,7.683,4.369,8.706,3.951,9.802
537,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,60,10,9.090909091,117.0333333,-1.237,0.272333333,5.476,7.054,3.434,9.367,4.64,9.461
538,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,80,10,9.090909091,137.2333333,-0.065666667,0.148333333,5.472,6.452,2.197,7.466,4.248,9.546
539,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,80,10,9.090909091,104.4666667,2.526666667,0.211,5.984,7.391,6.001,9.169,6.856,9.618
540,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,80,10,9.090909091,99.66666667,1.341666667,0.235333333,5.709,6.306,5.756,10.584,6.476,6.596
541,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,20,500,0.199600798,445.6,-20,0.224,1.792,6.196,6.858,5.432,4.533,1.792
542,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,20,500,0.199600798,388.5666667,-2.833333333,0.160666667,1.792,5.759,6.293,6.713,4.369,1.609
543,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,20,500,0.199600798,168.4666667,-0.537666667,0.232333333,1.386,5.384,5.971,5.645,3.97,1.609
544,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,40,500,0.199600798,206.4666667,-0.144176667,0.204666667,1.386,5.242,3.85,5.387,3.689,1.386
545,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,40,500,0.199600798,266.9333333,-1.186333333,0.448,1.609,5.204,5.861,5.846,4.227,1.946
546,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,40,500,0.199600798,295.5333333,-1.356666667,0.357,1.099,5.38,6.373,3.481,4.388,1.386
547,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,60,500,0.199600798,213.1,-2.03,0.208333333,1.099,4.963,3.466,7.128,2.14,4.094
548,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,60,500,0.199600798,226.5333333,0.105433333,0.251333333,1.386,4.431,3.045,7.685,1.872,1.609
549,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,60,500,0.199600798,191.9333333,0.3688,0.201333333,1.386,4.357,3.912,8.229,2.803,1.386
550,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,80,500,0.199600798,204.2,-2.123333333,0.222333333,1.099,4.868,2.565,5.145,2.015,0.693
551,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,80,500,0.199600798,153.2,1.007666667,0.214666667,0.693,3.219,1.946,5.759,1.386,1.609
552,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,80,500,0.199600798,145.8666667,-0.358366667,0.251,1.609,3.296,2.565,8.55,2.197,1.386
553,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,20,500,0.199600798,380.3333333,-7.156666667,0.369666667,1.099,6.37,4.691,4.7,4.57,1.099
554,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,20,500,0.199600798,300.7,-7.346666667,0.191666667,0.693,5.737,4.905,5.685,3.861,0.693
555,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,20,500,0.199600798,323.3666667,-1.173666667,0.139333333,1.386,5.565,3.912,6.199,4.094,0.693
556,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,40,500,0.199600798,197.5333333,-0.223666667,0.27,0,4.804,2.398,3.989,3.951,1.099
557,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,40,500,0.199600798,266.7,-1.3988,0.469333333,0,4.942,4.205,4.277,3.882,1.386
558,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,40,500,0.199600798,260.9333333,-1.876666667,0.451,1.386,5.136,4.522,4.64,5.231,1.386
559,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,60,500,0.199600798,236.7333333,1.45,0.212,0.693,4.754,2.485,7.13,1.946,1.099
560,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,60,500,0.199600798,169.5666667,2.546666667,0.271,1.609,4.344,2.398,6.239,2.526,1.099
561,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,60,500,0.199600798,227.0666667,2.25,0.248666667,1.099,4.419,3.296,8.08,2.639,2.773
562,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,80,500,0.199600798,198.8,-5.656666667,0.230666667,1.946,4.431,1.792,2.197,2.565,1.099
563,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,80,500,0.199600798,148.5333333,-0.2858,0.221333333,1.099,3.296,2.079,6.206,1.253,1.609
564,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,80,500,0.199600798,134.8333333,3.186666667,0.301666667,1.099,3.091,1.946,7.608,2.526,2.565
565,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,20,500,0.199600798,160.3666667,3.713333333,0.219333333,0.693,6.409,5.717,6.305,4.483,1
566,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,20,500,0.199600798,394.7333333,-4.73,0.162333333,1.099,5.549,6.026,6.017,3.892,1.099
567,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,20,500,0.199600798,294.7666667,-2.64,0.212333333,1.609,5.583,5.142,6.579,3.961,1.609
568,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,40,500,0.199600798,174.7,1.836666667,0.195333333,1.099,5.159,4.111,4.227,2.398,1.099
569,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,40,500,0.199600798,308.0666667,5.443333333,0.109,1.792,4.745,4.663,3.97,4.297,0.693
570,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,40,500,0.199600798,458.9333333,-1.491333333,0.305333333,1.386,5.063,5.268,7.082,5.354,1.099
571,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,60,500,0.199600798,191.4333333,-1.055666667,0.245666667,0,4.654,3.296,7.49,2.398,0.693
572,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,60,500,0.199600798,201.9333333,4.203333333,0.207333333,0.693,4.111,2.639,7.935,1.946,1.386
573,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,60,500,0.199600798,211.8333333,0.894,0.225,1.099,4.22,3.367,8.336,3.597,4.344
574,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,80,500,0.199600798,190.4333333,-0.884,0.222666667,0.693,3.045,1.609,4.078,2.015,1.386
575,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,80,500,0.199600798,190.6333333,-0.851,0.218,1.099,2.944,1.386,7.747,1.609,3.178
576,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,80,500,0.199600798,128.8,2.053333333,0.305666667,1.099,2.079,2.079,8.816,2.97,2.639
577,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,20,500,0.199600798,595.8333333,-15.63333333,0.223,2.773,6.673,6.064,6.933,5.472,0.693
578,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,20,500,0.199600798,377.5666667,-3.236666667,0.193666667,1.099,6.612,5.981,7.468,4.431,1.099
579,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,20,500,0.199600798,288.2333333,-2.386666667,0.216666667,1.792,5.841,3.526,7.605,4.654,1.609
580,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,40,500,0.199600798,217.5333333,-1.123333333,0.217,2.944,6.148,3.219,5.807,3.512,1.099
581,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,40,500,0.199600798,218.9666667,0.326666667,0.235,2.197,5.159,3.611,8.449,4.771,2.833
582,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,40,500,0.199600798,316.5666667,6.206666667,0.160666667,1.946,5.293,2.639,7.603,4.856,2.565
583,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,60,500,0.199600798,273.8,-2.076666667,0.336,2.773,4.754,3.178,7.172,3.942,1.386
584,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,60,500,0.199600798,146,1.556666667,0.277666667,1.792,4.745,3.738,9.598,3.714,4.875
585,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,60,500,0.199600798,181.1666667,-0.4172,0.254,1.946,4.787,3.555,9.443,4.127,4.29
586,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,80,500,0.199600798,275.1,-2.526666667,0.284,3.091,4.7,3.584,3.701,4.927,1.099
587,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,80,500,0.199600798,160.8666667,-0.499666667,0.203666667,2.197,3.296,1.386,3.638,4.483,1.609
588,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,80,500,0.199600798,155.4,-0.839666667,0.298333333,3.829,3.989,3.219,10.366,4.297,1.946
589,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,20,500,0.199600798,720.4,-2.03,0.440666667,0.693,7.304,5.659,2.741,1.609,0.693
590,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,20,500,0.199600798,474.8333333,-1.383333333,0.644333333,1.099,7.217,4.727,5.813,2.89,1.099
591,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,20,500,0.199600798,343.4,0.513666667,0.394333333,1.099,6.513,3.091,5.909,2.97,1.386
592,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,40,500,0.199600798,221.6333333,0.588,0.178333333,0.693,6.244,2.565,4.376,0.916,1.099
593,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,40,500,0.199600798,288.5,1.082333333,0.270666667,2.485,6.79,3.689,6.691,3.871,1.099
594,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,40,500,0.199600798,253.8,1.406666667,0.277666667,2.708,6.915,3.664,6.032,4.151,0.693
595,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,60,500,0.199600798,289.6666667,0.446333333,0.285,0.693,4.836,3.466,2.803,0.405,0.693
596,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,60,500,0.199600798,132.6,5.146666667,0.250333333,0,5.553,3.367,5.485,2.197,2.079
597,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,60,500,0.199600798,241.5333333,2.226666667,0.276666667,0.693,5.714,4.331,6.237,2.015,1.792
598,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,80,500,0.199600798,269.8333333,-8.26,0.182,1.099,4.29,2.197,1.386,0.405,1.099
599,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,80,500,0.199600798,210.1666667,-1.306,0.217,1.609,4.431,1.946,6.096,3.045,0.693
600,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,80,500,0.199600798,200.7333333,1.663666667,0.231,1.099,4.852,3.584,6.888,3.418,1.609
601,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,20,100,0.99009901,665.4,-4.956666667,0.428666667,2.303,5.787,5.159,7.481,3.882,0.693
602,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,20,100,0.99009901,461.8666667,-3.503333333,0.204666667,1.946,4.913,5.011,7.694,3.85,1.609
603,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,20,100,0.99009901,426.1,-2.953333333,0.213666667,1.386,4.718,3.219,7.351,3.114,1.609
604,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,40,100,0.99009901,278.2,-3.166666667,0.298333333,2.079,4.745,4.691,7.375,4.564,1.386
605,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,40,100,0.99009901,185.7333333,2.283333333,0.289333333,1.386,5.088,4.787,8.03,4.549,1.099
606,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,40,100,0.99009901,244.9,2.306666667,0.259,0,4.875,4.443,8.569,4.864,1.946
607,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,60,100,0.99009901,217.0666667,-1.85,0.225333333,1.099,4.331,2.303,8.406,2.674,1.609
608,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,60,100,0.99009901,222.0666667,0.132760333,0.144666667,1.099,4.078,2.197,9.065,2.89,1.946
609,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,60,100,0.99009901,187.0666667,-0.077333333,0.212333333,1.609,3.466,3.466,9.689,3.902,2.639
610,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,200,0.497512438,80,100,0.99009901,186.3666667,-4.35,0.218,0,3.892,2.89,5.539,1.504,1.609
611,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,200,0.497512438,80,100,0.99009901,208.6666667,-1.425333333,0.198333333,0.693,2.773,2.079,6.652,1.099,0.693
612,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,200,0.497512438,80,100,0.99009901,200.6333333,-0.192333333,0.218,1.099,3.135,1.099,9.478,3.367,2.833
613,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,20,100,0.99009901,411.7333333,-4.316666667,0.436333333,2.079,5.733,3.434,7.21,4.052,0.693
614,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,20,100,0.99009901,570.8666667,-3.67,0.539333333,1.609,5.407,3.784,7.649,3.481,1.792
615,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,20,100,0.99009901,219.3333333,2.13,0.198666667,0,4.543,2.303,6.62,2.741,1.386
616,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,40,100,0.99009901,265.8666667,-2.493333333,0.319666667,2.197,4.779,2.89,7.965,4.973,1.099
617,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,40,100,0.99009901,174.9,-0.763333333,0.285,1.386,4.86,3.091,6.787,5.204,1.792
618,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,40,100,0.99009901,221.6,3.32,0.295666667,2.197,4.828,3.135,8.414,5.527,2.303
619,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,60,100,0.99009901,180.1666667,0.096,0.231666667,0.693,4.736,2.565,8.854,3.219,1.386
620,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,60,100,0.99009901,213.7666667,-1.543333333,0.231666667,1.609,4.19,3.611,9.106,3.466,0.693
621,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,60,100,0.99009901,176.4333333,-0.458,0.280666667,1.386,4.111,2.485,9.737,4.677,2.079
622,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,100,0.99009901,80,100,0.99009901,180.8666667,-3.533333333,0.208333333,1.099,4.585,2.944,7.284,2.197,1.386
623,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,100,0.99009901,80,100,0.99009901,171.9333333,-2.693333333,0.230666667,0,3.401,1.609,7.213,1.792,1.609
624,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,100,0.99009901,80,100,0.99009901,192.2,-1.073,0.185333333,0.693,3.332,2.944,8.223,2.741,3.332
625,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,20,100,0.99009901,391.5666667,-4.583333333,0.541,1.386,6.001,7.041,5.288,4.35,1.946
626,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,20,100,0.99009901,258.8333333,-2.473333333,0.707,0.693,5.088,6.891,7.164,3.512,0.693
627,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,20,100,0.99009901,237.1333333,-0.988333333,0.195333333,0.693,4.673,5.081,6.435,2.833,1.099
628,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,40,100,0.99009901,194.0333333,-0.591633333,0.253,2.833,5.561,4.934,7.29,5.501,1.099
629,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,40,100,0.99009901,170.3,-1.048,0.291333333,0,5.159,5.323,7.324,4.494,1.792
630,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,40,100,0.99009901,198.4,1.671666667,0.239666667,0.693,5.142,6.103,8.64,5.296,1.386
631,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,60,100,0.99009901,174.6333333,0.497666667,0.245333333,2.079,5.318,5.043,8.461,4.625,1.792
632,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,60,100,0.99009901,223.9666667,1.216666667,0.187,2.303,4.868,5.442,9.013,3.97,2.303
633,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,60,100,0.99009901,202.3,-0.367833333,0.240333333,1.946,4.543,3.97,10.009,5.176,4.522
634,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,50,1.960784314,80,100,0.99009901,233.2666667,-2.813333333,0.174,1.609,4.812,2.773,6.575,3.624,1.386
635,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,50,1.960784314,80,100,0.99009901,167.0333333,0.119166667,0.204,0,4.234,2.565,8.082,3.135,3.332
636,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,50,1.960784314,80,100,0.99009901,190.2333333,-1.521333333,0.240666667,0.693,3.526,3.526,8.784,3.45,2.639
637,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,20,100,0.99009901,264.9,-3.486666667,0.459,3.314,6.507,7.372,6.374,5.066,2.303
638,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,20,100,0.99009901,216.4,1.181,0.234333333,2.773,6.246,7.035,7.224,4.06,2.303
639,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,20,100,0.99009901,314.3333333,-1.583333333,0.333,2.079,5.704,6.895,7.026,4.205,1.609
640,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,40,100,0.99009901,207.4,-1.696666667,0.21,5.549,6.207,7.036,7.138,6.481,1.386
641,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,40,100,0.99009901,180.6333333,1.110333333,0.302666667,4.585,4.654,6.603,9.298,6.147,1.609
642,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,40,100,0.99009901,212.9666667,-0.2816,0.360333333,4.22,5.13,6.347,9.791,5.975,1.386
643,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,60,100,0.99009901,253.3,-0.997666667,0.169,5.874,3.664,3.045,9.623,7.315,1.099
644,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,60,100,0.99009901,170.7666667,1.956666667,0.234666667,3.676,4.654,5.017,10.697,6.53,1.946
645,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,60,100,0.99009901,158.8333333,0.975666667,0.296333333,4.745,4.304,4.595,9.781,7.017,1.792
646,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,10,9.090909091,80,100,0.99009901,188.7333333,-4.646666667,0.239666667,4.357,3.466,3.912,7.289,6.266,1.386
647,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,10,9.090909091,80,100,0.99009901,206.5333333,-1.383,0.225333333,3.45,2.996,3.871,9.994,6.318,1.609
648,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,10,9.090909091,80,100,0.99009901,182.9,0.969,0.292,1.386,2.996,4.025,9.151,5.056,0.693
649,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,20,100,0.99009901,394.3,-7.95,0.600333333,1.792,8.461,6.286,3.584,3.114,1.099
650,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,20,100,0.99009901,254.7,-4.996666667,0.583333333,1.253,7.442,5.464,4.864,2.862,1.386
651,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,20,100,0.99009901,308.6333333,1.496666667,0.453,0.693,7.786,5.811,5.384,2.14,1.099
652,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,4,1,50,40,100,0.99009901,431.1,-12.68333333,0.499333333,2.485,8.054,5.73,3.664,2.862,1.386
653,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,8,1,50,40,100,0.99009901,161.8333333,-0.225866667,0.314666667,3.784,7.532,5.342,5.619,4.741,0.693
654,Dlin-MC3-DMA,DSPC,1,1,6.12,111,0,8,36,0,790.1,12,1,50,40,100,0.99009901,234.1666667,1.199666667,0.19,5.139,6.976,6.219,7.373,6.017,1.386
